Afrika	África
Moreno Torricelli	Moreno Torricelli
Bernard Diomède	Bernard Diomède
Sainte-Même	Sainte-Même
Félix Miéli Venerando	Félix Miélli Venerando
Jackie Cooper	Jackie Cooper
Leopoldo Luque	Leopoldo Luque
José Ely de Miranda	José Ely de Miranda
Jaime Graça	Jaime da Silva Graça
Sandro Jose Ferreira da Silva	Sandro José Ferreira da Silva
Iuliu Prassler	Iuliu Prassler
Ron Harper	Ron Harper
Arthur Numan	Arthur Numan
Fiefs, Pas-de-Calais	Fiefs
Dalibor Stevanovič	Dalibor Stevanovič
Adrian, Georgia	Adrian (Geórgia)
John Guidetti	John Guidetti
Súni Olsen	Súni Olsen
Orsay	Orsay
Adrian, Michigan	Adrian (Michigan)
Glenn Close	Glenn Close
Adrian Alston	Adrian Alston
Henok Goitom	Henok Goitom
Adrian Anca	Adrian Anca
Nuno Espírito Santo	Nuno Espírito Santo
Georginio Wijnaldum	Georginio Wijnaldum
Iván Sánchez-Rico Soto	Iván Sánchez-Rico Soto
Martin McDonagh	Martin McDonagh
Craig Lindfield	Craig Lindfield
Pinhal de São Bento	Pinhal de São Bento
Martín Ligüera	Martín Ligüera
Sávio Bortolini Pimentel	Sávio Bortolini Pimentel
Escondido, Kalifornia	Escondido (Califórnia)
Jonathan de Guzmán	Jonathan de Guzmán
Sylvain Armand	Sylvain Armand
Dušan Ivković	Dušan Ivković
Wagih El-Kashef	Wagih El-Kashef
Leandro Grimi	Leandro Damian Grimi
Dmitri Loskov	Dmitri Loskov
Kim Jong-hun	Kim Jong-Hun
Pierre Bézier	Pierre Bézier
Nicolás Gaitán	Nicolás Gaitán
Carlos Eduardo Marques	Carlos Eduardo Marques
Omar Pouso	Omar Pouso
Alexander Büttner	Alexander Büttner
Flemming Rasmussen	Flemming Rasmussen
Daniel Břežný	Daniel Břežný
Leandro Atílio Romagnoli	Leandro Romagnoli
Raipur, Chhattisgarh	Raipur
Bompas, Ariège	Bompas (Ariège)
Adrian Cristea	Adrian Cristea
Flacey, Eure-et-Loir	Flacey (Eure-et-Loir)
Edgar Estrada	Edgar Estrada
Ciriaco Sforza	Ciriaco Sforza
Adrian Dantley	Adrian Dantley
Stanislav Vlček	Stanislav Vlček
Juan Francisco García	Juanfran
Saint-Seurin-de-Palenne	Saint-Seurin-de-Palenne
Bogdan Stelea	Bogdan Stelea
Alex Nyarko	Alex Nyarko
Bruce Rioch	Bruce Rioch
Cezary Kucharski	Cezary Kucharski
Aitor Karanka	Aitor Karanka
Durfort-Lacapelette	Durfort-Lacapelette
Sunday Stephen Obayan	Stephen Sunday
Nullemont	Nullemont
Adrian Iencsi	Adrian Iencsi
Kazuyuki Toda	Kazuyuki Toda
Chauncey, Ohio	Chauncey (Ohio)
André Rebouças	André Rebouças
Ardian Kozniku	Ardian Kozniku
Nigel Winterburn	Nigel Winterburn
Bois-Himont	Bois-Himont
Adrian Lyne	Adrian Lyne
Coudray, Eure	Coudray (Eure)
Oak Ridge, Missouri	Oak Ridge (Missouri)
Estherville, Iowa	Estherville
Diego Lugano	Diego Lugano
Fan Zhiyi	Fan Zhiyi
Selles, Marne	Selles (Marne)
Lieuran-Cabrières	Lieuran-Cabrières
Vujadin Boškov	Vujadin Boškov
Saint-Brice-Courcelles	Saint-Brice-Courcelles
Allouagne	Allouagne
Villefort, Aude	Villefort (Aude)
Sauternes	Sauternes
Radostin Kishishev	Radostin Kishishev
Adrian Popescu	Adrian Popescu
Wheelwright, Kentucky	Wheelwright (Kentucky)
Joseph H. Engle	Joseph Henry Engle
Primelin	Primelin
Saint-Blin	Saint-Blin
Fernando Pereira de Freitas	Fernando Pereira de Freitas
Phil Rosen	Phil Rosen
Adrian Ropotan	Adrian Ropotan
La Motte-Saint-Martin	La Motte-Saint-Martin
Ruben Lima	Rúben Alexandre Rocha Lima
Alan Hansen	Alan Hansen
Koldo	Koldo
Frostburg, Maryland	Frostburg
Phillip Rhee	Phillip Rhee
Champdeniers-Saint-Denis	Champdeniers-Saint-Denis
James Wan	James Wan
Harrogate, Tennessee	Harrogate-Shawanee
Erik Fredriksson	Erik Fredriksson
Carl Dickinson	Carl Dickinson
Ernani Pereira	Ernani Pereira
Nordin Amrabat	Nordin Amrabat
Romazières	Romazières
Serrana	Serrana
Stjepan Bobek	Stjepan Bobek
Kennett, Missouri	Kennett (Missouri)
Guaraqueçaba	Guaraqueçaba
Araçagi	Araçagi
Paolo Sorrentino	Paolo Sorrentino
Santaquin, Utah	Santaquin
Manas-Bastanous	Manas-Bastanous
Alf Sjöberg	Alf Sjöberg
Eugène Flachat	Eugène Flachat
Ivo Viktor	Ivo Viktor
Ronald Waterreus	Ronald Waterreus
Roger Planchon	Roger Planchon
Jacob Mulenga	Jacob Mulenga
Lasse, Maine-et-Loire	Lasse (Maine-et-Loire)
Manuel José Vieira	Manuel José Azevedo Vieira
Bertrand Crasson	Bertrand Crasson
Bert Trautmann	Bert Trautmann
Chalabre	Chalabre
Stefano Tacconi	Stefano Tacconi
Arpajon-sur-Cère	Arpajon-sur-Cère
Nouans-les-Fontaines	Nouans-les-Fontaines
Allichamps	Allichamps
Emil Škoda	Emil Škoda
La Bastide-des-Jourdans	La Bastide-des-Jourdans
Sault-Saint-Remy	Sault-Saint-Remy
Hanford, Kalifornia	Hanford
Méjannes-le-Clap	Méjannes-le-Clap
Santa Rita do Itueto	Santa Rita do Itueto
Hector Yazalde	Héctor Yazalde
Saint-Étienne-des-Sorts	Saint-Étienne-des-Sorts
Alexeï Smertine	Aleksey Smertin
La Bégude-de-Mazenc	La Bégude-de-Mazenc
Saint-Romain-de-Lerps	Saint-Romain-de-Lerps
Medianeira	Medianeira (Paraná)
Saint-Ambroix, Gard	Saint-Ambroix (Gard)
Soyons	Soyons
Charles-Eugène Delaunay	Charles-Eugène Delaunay
Clansayes	Clansayes
Saint-Julien-de-Peyrolas	Saint-Julien-de-Peyrolas
Beaumont-de-Pertuis	Beaumont-de-Pertuis
Antonio Chimenti	Antonio Chimenti
Daniel Amokachi	Daniel Amokachi
Souesmes	Souesmes
Monceau-sur-Oise	Monceau-sur-Oise
Saint-Michel-de-Rieufret	Saint-Michel-de-Rieufret
Sun Jihai	Sun Jihai
Fábio Rochemback	Fábio Rochemback
Giovanni Galli	Giovanni Galli
Moncheaux-lès-Frévent	Moncheaux-lès-Frévent
Buoux	Buoux
Hossam Ghaly	Hossam Ghaly
Payzac, Ardèche	Payzac (Ardèche)
Pont-du-Château	Pont-du-Château
Martin Woods	Martin Woods
Mirabeau, Vaucluse	Mirabeau (Vaucluse)
Koichi Wakata	Koichi Wakata
Mariac	Mariac
Sabran	Sabran (Gard)
Pontevès	Pontevès
Saint-Joseph-des-Bancs	Saint-Joseph-des-Bancs
Nangloi Jat	Nangloi Jat
Andy Keogh	Andy Keogh
Don Nelson	Don Nelson
Redessan	Redessan
Raio Piiroja	Raio Piiroja
Daniel M. Tani	Daniel Tani
Frederico Westphalen	Frederico Westphalen
Oleg Kononenko	Oleg Kononenko
Ibituruna	Ibituruna
Coffi Codjia	Coffi Codjia
Saint-Gineis-en-Coiron	Saint-Gineis-en-Coiron
Guilherme Siqueira	Guilherme Madalena Siqueira
Havrincourt	Havrincourt
Anthony Šerić	Anthony Šerić
Mitch Richmond	Mitch Richmond
Vedran Runje	Vedran Runje
Branko Oblak	Branko Oblak
Champcey	Champcey
Adriano Laaber	Adrianinho
Ruud Hesp	Ruud Hesp
Santo Antônio do Caiuá	Santo Antônio do Caiuá
Heuchin	Heuchin
Noé Pamarot	Noé Pamarot
Sanilhac	Sanilhac
Adriano Pimenta	Adriano Pimenta
Adriano Pereira da Silva	Adriano Pereira da Silva
Anton Turek	Toni Turek
Saint-Sauveur-de-Montagut	Saint-Sauveur-de-Montagut
Adriano Vieira Louzada	Adriano Vieira Louzada
Samuel White Baker	Samuel White Baker
Jan de Bont	Jan de Bont
Saint-Pardon-de-Conques	Saint-Pardon-de-Conques
Chambellay	Chambellay
Ikechukwu Uche	Ikechukwu Uche
Les Bottereaux	Les Bottereaux
Eugene Polley	Eugene Polley
Jonquières-Saint-Vincent	Jonquières-Saint-Vincent
Clearlake, Kalifornia	Clearlake
Dimitri Payet	Dimitri Payet
Viktor Goncharenko	Viktor Goncharenko
Saint-Derrien	Saint-Derrien
Nicolae Dobrin	Nicolae Dobrin
Sanilhac-Sagriès	Sanilhac-Sagriès
Didier Ya Konan	Didier Ya Konan
Mikhaïl Oulianov	Mikhail Ulyanov
Naussac, Lozère	Naussac (Lozère)
Stefan Reinartz	Stefan Reinartz
Bléquin	Bléquin
Rodrigo Moreno Machado	Rodrigo Moreno Machado
Matt Derbyshire	Matt Derbyshire
Gomiécourt	Gomiécourt
Belle-et-Houllefort	Belle-et-Houllefort
La Vernarède	La Vernarède
Revens	Revens
Adrie Koster	Adrie Koster
Maamar Mamouni	Maamar Mamouni
Américo Brasiliense	Américo Brasiliense
Saint-Laurent-sous-Coiron	Saint-Laurent-sous-Coiron
Juan Carlos Wasmosy	Juan Carlos Wasmosy Monti
Gaujac, Gard	Gaujac (Gard)
Perthes, Ardennes	Perthes (Ardenas)
Ryan Anderson	Ryan Anderson
Saint-Julien-en-Saint-Alban	Saint-Julien-en-Saint-Alban
Iouri Oussatchev	Yuri Usachev
Quillan	Quillan
Les Salles-du-Gardon	Les Salles-du-Gardon
Lédenon	Lédenon
Saint-Maurice-d'Ardèche	Saint-Maurice-d'Ardèche
Saint-Bonnet-du-Gard	Saint-Bonnet-du-Gard
Lespéron	Lespéron
Planzolles	Planzolles
Épargnes	Épargnes
Marko Biskupovic	Marko Biskupovic
Crépand	Crépand
Saint-Andéol-de-Fourchades	Saint-Andéol-de-Fourchades
Rocher	Rocher
La Bonneville	La Bonneville
Mauvezin-de-Sainte-Croix	Mauvezin-de-Sainte-Croix
Saint-Paul-le-Jeune	Saint-Paul-le-Jeune
Nana Falemi	Ngassam Falemi
Péreyres	Péreyres
Armissan	Armissan
Douadic	Douadic
Almaluez	Almaluez
Conteville-lès-Boulogne	Conteville-lès-Boulogne
Bédarrides	Bédarrides
Cornillon	Cornillon (França)
Eyzahut	Eyzahut
Alvimare	Alvimare
Crestet	Crestet
Saint-Pierre-Saint-Jean	Saint-Pierre-Saint-Jean
Hatley, Wisconsin	Hatley (Wisconsin)
Bas Dost	Bas Dost
Santilly, Eure-et-Loir	Santilly (Eure-et-Loir)
Puyrenier	Puyrenier
Poá	Poá
Baincthun	Baincthun
Septème	Septème
Richard Jefferson	Richard Jefferson (basquetebolista)
Thabo Sefolosha	Thabo Sefolosha
Fontcouverte, Aude	Fontcouverte (Aude)
Lansford, North Dakota	Lansford (Dacota do Norte)
Bell, Kalifornia	Bell (Califórnia)
Ernest Schultz	Ernest Schultz
McCall, Idaho	McCall (Idaho)
Ray Parlour	Ray Parlour
Châteauneuf-de-Gadagne	Châteauneuf-de-Gadagne
Adrián Chávez	Adrián Chávez
Adrián Colunga	Adrián Colunga Pérez
Adrián Calello	Adrián Calello
Adrián Escudero	Adrián Escudero
Cristian Săpunaru	Cristian Săpunaru
Sebring, Ohio	Sebring (Ohio)
Mers-les-Bains	Mers-les-Bains
Courthézon	Courthézon
Santiago Acasiete	Santiago Acasiete
José Cardozo	José Cardozo
Nolberto Solano	Nolberto Solano
Mirvaux	Mirvaux
NGC 6823	NGC 6823
Molliens-Dreuil	Molliens-Dreuil
Charles Watson-Wentworth	Charles Watson-Wentworth, 2.º Marquês de Rockingham
Rock Springs, Wyoming	Rock Springs (Wyoming)
Damiano Vannucci	Damiano Vannucci
Marcelo Pereira Surcin	Marcelinho Carioca
Champagnac-la-Noaille	Champagnac-la-Noaille
Pietro Rava	Pietro Rava
Bellechassagne	Bellechassagne
Confolent-Port-Dieu	Confolent-Port-Dieu
Combressol	Combressol
Heilles	Heilles
NGC 5195	NGC 5195
Gommerville, Eure-et-Loir	Gommerville (Eure-et-Loir)
Semih Şentürk	Semih Şentürk
Boško Balaban	Boško Balaban
Montagne-Fayel	Montagne-Fayel
Valliguières	Valliguières
Concoules	Concoules
Andé	Andé
Saint-Quentin-la-Poterie	Saint-Quentin-la-Poterie
Christian Demirtas	Christian Demirtas
Bouquet, Gard	Bouquet (Gard)
Char Maijdia	Char Maijdia
Théziers	Théziers
Sainte-Croix-Vallée-Française	Sainte-Croix-Vallée-Française
Haybes	Haybes
Željko Petrović	Željko Petrović
Molliens-au-Bois	Molliens-au-Bois
Yasukazu Tanaka	Yasukazu Tanaka
Donchery	Donchery
Pierluigi Casiraghi	Pierluigi Casiraghi
Giovannino Guareschi	Giovannino Guareschi
Méricourt-l'Abbé	Méricourt-l'Abbé
Carlo Emilio Gadda	Carlo Emilio Gadda
4657 Lopez (1979 SU9)	4657 Lopez
Séchilienne	Séchilienne
Katsuhiro Ōtomo	Katsuhiro Otomo
Ferrals-les-Montagnes	Ferrals-les-Montagnes
Clinton, Oklahoma	Clinton (Oklahoma)
Ricardo Faty	Ricardo Faty
Thonnance-lès-Joinville	Thonnance-lès-Joinville
Beaurieux, Aisne	Beaurieux (Aisne)
Etgar Keret	Etgar Keret
La Malmaison	La Malmaison
Gercy	Gercy
Quincy-sous-le-Mont	Quincy-sous-le-Mont
Moislains	Moislains
Sébastien Roth	Sébastian Roth
Gandelu	Gandelu
Buda, Texas	Buda (Texas)
Marest-Dampcourt	Marest-Dampcourt
La Bruffière	La Bruffière
Bilpahari	Bilpahari
Nizy-le-Comte	Nizy-le-Comte
Verbiesles	Verbiesles
Nouzonville	Nouzonville
Pierrepont, Aisne	Pierrepont (Aisne)
Hudiviller	Hudiviller
Roupy	Roupy
Itaú	Itaú (Rio Grande do Norte)
Guignicourt	Guignicourt
Crépy, Aisne	Crépy (Aisne)
Shashi Kapoor	Shashi Kapoor
Roucy	Roucy
Argy	Argy
Le Mesge	Le Mesge
Passy-sur-Marne	Passy-sur-Marne
Arrènes	Arrènes
Malons-et-Elze	Malons-et-Elze
Bouquelon	Bouquelon
Giancarlo Antognoni	Giancarlo Antognoni
János Farkas	János Farkas
Finidi George	Finidi George
Seweryn Gancarczyk	Seweryn Gancarczyk
Steve Chen	Steve Chen
Mariano González	Mariano González
Misery	Misery (Somme)
Santa Maria do Herval	Santa Maria do Herval
Coursan	Coursan
Mesnil-Bruntel	Mesnil-Bruntel
Saint-André-Capcèze	Saint-André-Capcèze
Owen Coyle	Owen Coyle
Steve Clarke	Steve Clarke
Saint-André-de-Cruzières	Saint-André-de-Cruzières
John Muir	John Muir
Illats	Illats
Saint-Gervais, Gard	Saint-Gervais (Gard)
Tresses	Tresses
Anthony Yeboah	Tony Yeboah
Nanteuil-la-Fosse	Nanteuil-la-Fosse
Orsan	Orsan
Saint-Gervasy	Saint-Gervasy
Saint-Victor-la-Coste	Saint-Victor-la-Coste
Savoisy	Savoisy
Corrèze, Corrèze	Corrèze (Corrèze)
Cabrières, Gard	Cabrières (Gard)
Manicamp	Manicamp
Vers-Pont-du-Gard	Vers-Pont-du-Gard
Guillos	Guillos
Portets	Portets
Landiras	Landiras
Hannapes	Hannapes
Radosław Sobolewski	Radosław Sobolewski
Quini	Quini
Jean-Eugène Robert-Houdin	Jean Eugène Robert-Houdin
Cabrières-d'Avignon	Cabrières-d'Avignon
Arkadiusz Głowacki	Arkadiusz Głowacki
Piotr Giza	Piotr Giza
Mattia De Sciglio	Mattia De Sciglio
Moggallana	Mahamoggallana
Oliver Lodge	Oliver Lodge
Pellegrue	Pellegrue
Hure	Hure
Sauveterre-de-Guyenne	Sauveterre-de-Guyenne
Bédoin	Bédoin
Saint-Laurent-des-Arbres	Saint-Laurent-des-Arbres
Caumont-sur-Durance	Caumont-sur-Durance
Marcols-les-Eaux	Marcols-les-Eaux
Teodoro Fernández	Teodoro Fernández
Vallabrègues	Vallabrègues
Pourcharesses	Pourcharesses
Saint-Sylvestre, Ardèche	Saint-Sylvestre (Ardèche)
Sauveterre, Gard	Sauveterre (Gard)
Hiranuma Kiichirō	Kiichirō Hiranuma
Darius Songaila	Darius Songaila
Darjuš Lavrinovič	Darjuš Lavrinovič
Robertas Javtokas	Robertas Javtokas
Larry Brown	Larry Brown
Jonas Valančiūnas	Jonas Valančiūnas
Marius Stankevičius	Marius Stankevičius
Edgaras Jankauskas	Edgaras Jankauskas
Deividas Šemberas	Deividas Šemberas
Kšyštof Lavrinovič	Kšyštof Lavrinovič
Jaka Lakovič	Jaka Lakovič
Bournonville, Pas-de-Calais	Bournonville
Ivan Ergić	Ivan Ergić
Hardy Cross	Hardy Cross
Adailton Pereira Dos Santos	Adailton Pereira dos Santos
Robert Acquafresca	Robert Acquafresca
Edwin H. Land	Edwin Land
Frédéric Piquionne	Frédéric Piquionne
Mehdi Nafti	Mehdi Nafti
Garry O'Connor	Garry O'Connor
Gavin Hoyte	Gavin Hoyte
Saint-Jean-le-Centenier	Saint-Jean-le-Centenier
Sainte-Marguerite-Lafigère	Sainte-Marguerite-Lafigère
Houdain	Houdain
Ners	Ners
Saint-Sernin, Ardèche	Saint-Sernin (Ardèche)
Norman Whiteside	Norman Whiteside
Marck, Pas-de-Calais	Marck
Saint-Michel-de-Boulogne	Saint-Michel-de-Boulogne
Gary Pallister	Gary Pallister
Ambazac	Ambazac
Innokenti Smoktounovski	Innokenty Smoktunovsky
Gueorgui Danielia	Georgi Danelia
Ryū Murakami	Ryu Murakami
Hao Haidong	Hao Haidong
Sainte-Catherine-lès-Arras	Sainte-Catherine-lès-Arras
Ivan Reitman	Ivan Reitman
Arjuzanx	Arjuzanx
Adán Vergara	Adán Jonathan Vergara Villagra
Adão Nunes Dornelles	Adão Nunes Dornelles
Adékanmi Olufadé	Adékambi Olufadé
Adílio	Adílio de Oliveira Gonçalves
Adílson Batista	Adílson Batista
Adílson Warken	Adílson Warken
Chassiers	Chassiers
Saint-Genest-de-Beauzon	Saint-Genest-de-Beauzon
Illiers-Combray	Illiers-Combray
Saint-Vivien-de-Médoc	Saint-Vivien-de-Médoc
Kevin Warwick	Kevin Warwick
Pontacq	Pontacq
David Packard	David Packard
Yvrac	Yvrac
Mauvezin, Gers	Mauvezin (Gers)
Pavie	Pavie (Gers)
Kim Eric Drexler	K. Eric Drexler
Miossens-Lanusse	Miossens-Lanusse
Willis Reed	Willis Reed
Castelnau-d'Arbieu	Castelnau-d'Arbieu
Mike Miller	Mike Miller
Bussière-Badil	Bussière-Badil
Meho Kodro	Meho Kodro
Kikunae Ikeda	Kikunae Ikeda
Mesnil-Domqueur	Mesnil-Domqueur
Monchy-Lagache	Monchy-Lagache
Paul W. S. Anderson	Paul W. S. Anderson
Kerrea Gilbert	Kerrea Gilbert
Raimond Aumann	Raimond Aumann
Métigny	Métigny
Millencourt	Millencourt
Mons-Boubert	Mons-Boubert
Harold Camping	Harold Camping
Chauzon	Chauzon
Michele Placido	Michele Placido
Akira Kaji	Akira Kaji
Ryōichi Maeda	Ryoichi Maeda
Kunishige Kamamoto	Kunishige Kamamoto
Tsuneyasu Miyamoto	Tsuneyasu Miyamoto
Saint-Montan	Saint-Montan
Seiichiro Maki	Seiichiro Maki
Masami Ihara	Masami Ihara
Saint-Mélany	Saint-Mélany
Tadanari Lee	Tadanari Lee
Millencourt-en-Ponthieu	Millencourt-en-Ponthieu
Gerard Damiano	Gerard Damiano
Blauvac	Blauvac
Sansan	Sansan
Henk ten Cate	Henk Ten Cate
Miraumont	Miraumont
Camaret-sur-Aigues	Camaret-sur-Aigues
Faritanin'i Udon Thani	Udon Thani (província)
Faritanin'i Surin	Surin (província)
Faritanin'i Sisaket	Si Sa Ket (província)
Mézerolles	Mézerolles
Faritanin'i Sukhothai	Sukhothai (província)
Combrit	Combrit
Rick Fox	Rick Fox
Montségur	Montségur
Rocles, Ardèche	Rocles (Ardèche)
Mesnil-en-Arrouaise	Mesnil-en-Arrouaise
Mattia Destro	Mattia Destro
Kenny Ortega	Kenny Ortega
Allarmont	Allarmont
Amfreville, Manche	Amfreville (Mancha)
Hourtin	Hourtin
Thomas Telford	Thomas Telford
Lee Unkrich	Lee Unkrich
Alan Jackson	Alan Jackson
Sigean	Sigean
Coquelles	Coquelles
Hermann Hreiðarsson	Hermann Hreiðarsson
Simen Agdestein	Simen Agdestein
Răzvan Cociș	Răzvan Cociş
Mesnil-Martinsart	Mesnil-Martinsart
Habib Bellaïd	Habib Bellaïd
Mesnil-Saint-Nicaise	Mesnil-Saint-Nicaise
Simon Elliott	Simon Elliott
Tony Lochhead	Tony Lochhead
Marco Padalino	Marco Padalino
Victor Pițurcă	Victor Piţurcă
Kim Young-kwang	Kim Young-Kwang
Souleymanou Hamidou	Souleymanou Hamidou
Jonathan Bornstein	Jonathan Bornstein
Glen Moss	Glen Moss
Albert Bunjaku	Albert Bunjaku
Matuzalem Francelino da Silva	Matuzalém
Luis García Berlanga	Luis García Berlanga
Alberto Zapater	Alberto Zapater
Cléden-Poher	Cléden-Poher
Guilvinec	Guilvinec
Fabio Liverani	Fabio Liverani
Igor Budan	Igor Budan
Châteauneuf-du-Faou	Châteauneuf-du-Faou
Dorin Goian	Dorin Goian
Baye, Finistère	Baye
Huelgoat	Huelgoat
Beaumes-de-Venise	Beaumes-de-Venise
Roquefort-les-Pins	Roquefort-les-Pins
Mirabel, Ardèche	Mirabel (Ardèche)
Mondragon, Vaucluse	Mondragon
Le Cloître-Pleyben	Cloître-Pleyben
Gravières	Gravières
Khalilou Fadiga	Khalilou Fadiga
Marius Niculae	Marius Niculae
Chaouki Ben Saada	Chaouki Ben Saada
Nelson Cuevas	Nelson Cuevas
Tomas Danilevičius	Tomas Danilevičius
Mézières-en-Santerre	Mézières-en-Santerre
Ronny Johnsen	Ronny Johnsen
Luis Marín	Luis Marín
Mazingarbe	Mazingarbe
Robiac-Rochessadoule	Robiac-Rochessadoule
Crupies	Crupies
Shefki Kuqi	Shefki Kuqi
Rafik Saïfi	Rafik Saïfi
Ivry-la-Bataille	Ivry-la-Bataille
Cormeilles, Eure	Cormeilles (Eure)
Chatuzange-le-Goubet	Chatuzange-le-Goubet
Bouchet, Drôme	Bouchet (Drôme)
Saint-Pons, Ardèche	Saint-Pons (Ardèche)
Le Drennec	Le Drennec
Châteauneuf-sur-Isère	Châteauneuf-sur-Isère
Daniel Cousin	Daniel Cousin
Saint-Georges-de-Lévéjac	Saint-Georges-de-Lévéjac
Saint-Thomé	Saint-Thomé
Mesnil-Saint-Georges	Mesnil-Saint-Georges
Miannay	Miannay
Alekseï Ielisseïev	Aleksei Yeliseyev
Monsures	Monsures
Benjamin G. Lamme	Benjamin Garver Lamme
Domingos Nascimento dos Santos Filho	Domingos Nascimento dos Santos Filho
Thal-Marmoutier	Thal-Marmoutier
Lars Olsen	Lars Olsen
Soultz-sous-Forêts	Soultz-sous-Forêts
Ousmane Dabo	Ousmane Dabo
Saeed al-Owairan	Saeed Al-Owairan
Anthony Parker	Anthony Parker
Luís Antônio Corrêa da Costa	Müller (futebolista)
Uberaba	Uberaba
Monta Ellis	Monta Ellis
Michele Pazienza	Michele Pazienza
Didier Mbenga	Didier Ilunga Mbenga
Horohorontany any Yushu tamin'ny 2010	Sismo de Qinghai em abril de 2010
Gusztáv Sebes	Gusztáv Sebes
Saint-Remèze	Saint-Remèze
Víctor Muñoz	Víctor Muñoz
Fabián Estoyanoff	Fabián Estoyanoff
Ivan Leko	Ivan Leko
Pradons	Pradons
Bézaudun-sur-Bîne	Bézaudun-sur-Bîne
Eymeux	Eymeux
Jan Troell	Jan Troell
Faritanin'i Sa Kaeo	Sa Kaeo (província)
Willerval	Willerval
Fernando Trueba	Fernando Trueba
Westrehem	Westrehem
Eldar Riazanov	Eldar Riazanov
Wismes	Wismes
Nawaf al-Temyat	Nawaf Al-Temyat
Mohammad Nour	Mohammed Noor
David Chase	David Chase
Pouldergat	Pouldergat
Gregory Jarvis	Gregory Jarvis
Souastre	Souastre
Tardinghen	Tardinghen
Jimmy Bullard	Jimmy Bullard
Giovanni Silva de Oliveira	Giovanni Silva de Oliveira
Fressin	Fressin
John Howard Dellinger	John Howard Dellinger
Trégunc	Trégunc
Leland Stanford	Leland Stanford
Faritanin'i Sakon Nakhon	Sakon Nakhon (província)
Faritanin'i Kalasin	Kalasin (província)
Leonid Kadeniouk	Leonid Kadenyuk
Marco Andreolli	Marco Andreolli
Alessio Tacchinardi	Alessio Tacchinardi
Kōji Nakata	Kōji Nakata
Panajot Pano	Panajot Pano
Josh Howard	Josh Howard
Nico Pulzetti	Nico Pulzetti
Marc Blucas	Marc Blucas
Montselgues	Montselgues
Chanéac	Chanéac
La Bastide-Puylaurent	La Bastide-Puylaurent
Prévenchères	Prévenchères
Mehdi Bazargan	Mehdi Bazargan
Jacques Audiard	Jacques Audiard
Louis Garrel	Louis Garrel
Saint-Sauveur-Camprieu	Saint-Sauveur-Camprieu
Fosseux	Fosseux
Mark Sandrich	Mark Sandrich
André Michelin	André Michelin
Bassim Abbas	Bassim Abbas
Enzo Biagi	Enzo Biagi
2095 Parsifal (6036 P-L)	2095 Parsifal
Anita Görbicz	Anita Görbicz
Oigny, Loir-et-Cher	Oigny (Loir-et-Cher)
Barbourmeade, Kentucky	Barbourmeade
Broglie, Eure	Broglie
Vissec	Vissec
Affo Érassa	Affo Erassa
Rockwall, Texas	Rockwall
Herbert Wimmer	Herbert Wimmer
Barcelonne	Barcelonne
Curnier	Curnier
Chamaret	Chamaret
Beaufort-sur-Gervanne	Beaufort-sur-Gervanne
Yasuj	Yasuj
Rochecolombe	Rochecolombe
Charvieu-Chavagneux	Charvieu-Chavagneux
Coimères	Coimères
Châteauneuf-de-Bordette	Châteauneuf-de-Bordette
La Baume-Cornillane	La Baume-Cornillane
Loubaresse, Ardèche	Loubaresse (Ardèche)
Saint-Jean-de-Blaignac	Saint-Jean-de-Blaignac
Saint-Maurice-d'Ibie	Saint-Maurice-d'Ibie
Castillon-en-Couserans	Castillon-en-Couserans
Chaudebonne	Chaudebonne
Trégarvan	Trégarvan
Kernouës	Kernouës
Gouesnac'h	Gouesnach
La Forêt-Fouesnant	Forêt-Fouesnant
San Carlos, Kalifornia	San Carlos (Califórnia)
Plougastel-Daoulas	Plougastel-Daoulas
Solana Beach, Kalifornia	Solana Beach
La Forest-Landerneau	La Forest-Landerneau
Ken Aston	Ken Aston
Loctudy	Loctudy
Goulven	Goulven
Langeais	Langeais
Camaret-sur-Mer	Camaret-sur-Mer
Wimereux	Wimereux
Saint-Ségal	Saint-Ségal
Franqueville, Eure	Franqueville
Afonso Guimarães da Silva	Afonso Guimarães da Silva
Lillers	Lillers
Locmaria-Plouzané	Locmaria-Plouzané
La Chapelle-Saint-Luc	La Chapelle-Saint-Luc
Bogny-sur-Meuse	Bogny-sur-Meuse
Le Chesne, Ardennes	Le Chesne (Ardenas)
Roger Vadim	Roger Vadim
Puits-la-Vallée	Puits-la-Vallée
Ibra Kébé	Ibra Kébé
Clisson	Clisson
La Trinité, Alpes-Maritimes	La Trinité (Alpes Marítimos)
Plounévez-Lochrist	Plounévez-Lochrist
Bazeilles	Bazeilles
Mirko Jozić	Mirko Jozić
Telgruc-sur-Mer	Telgruc-sur-Mer
2416 Sharonov (1979 OF13)	2416 Sharonov
Botsorhel	Botsorhel
Savigny-sur-Grosne	Savigny-sur-Grosne
Monbazillac	Monbazillac
Agustín García Íñiguez	Agus (futebolista)
Brennilis	Brennilis
Edison, Nebraska	Edison (Nebraska)
Juan Carlos Paredes	Juan Carlos Paredes
Castelnau-Pégayrols	Castelnau-Pégayrols
Billy Ohlsson	Billy Ohlsson
Carency	Carency
Moore, Idaho	Moore (Idaho)
Leopoldo de Bulhões	Leopoldo de Bulhões
Mirante do Paranapanema	Mirante do Paranapanema
Kazimierz Górski	Kazimierz Górski
Aníbal Tarabini	Aníbal Tarabini
Denis César de Matos	Denis César de Matos
