Aprika	África
643	643
523	523
215	215
148	148
247	247
424	424
641	641
492	492
639	639
Sambahayang Saud	Casa de Saud
256	256
Pampublikong pangangasiwa	Administração pública
441	441
Senakhtenre Ahmose	Taá I
131	131
191	191
Leo III ang Isauriano	Leão III, o Isáurio
450	450
612	612
635	635
Sheol	Sheol
611	611
Kankroid	Cancro mole
534	534
488	488
607	607
524	524
282	282
472	472
471	471
Birhen ng Guadalupe	Nossa Senhora de Guadalupe
490	490
316	316
797	797
511	511
295	295
598	598
Tangway ng Arabya	Arábia
Bulwagang tanggapan	Portaria
303	303
Marcos ang Ebanghelista	São Marcos
250	250
Brenda Strong	Brenda Strong
515	515
512	512
418	418
333	333
294	294
217	217
277	277
578	578
312	312
Palaragdagan	Adição
284	284
283	283
241	241
243	243
262	262
498	498
Meridyano (heograpiya)	Meridiano (geografia)
336	336
334	334
266	266
Plurk	Plurk
Suntukan	Boxe
261	261
470	470
349	349
271	271
275	275
292	292
296	296
345	345
431	431
304	304
550	550
586	586
588	588
554	554
229	229
583	583
265	265
263	263
585	585
582	582
556	556
420	420
280	280
Singapore Airlines	Singapore Airlines
581	581
558	558
302	302
309	309
353	353
335	335
367	367
344	344
245	245
290	290
449	449
308	308
255	255
Alfonso XII	Afonso XII de Espanha
439	439
Autumn in My Heart	Gaeul Dongwha
319	319
318	318
299	299
419	419
416	416
338	338
310	310
Amadeo I ng Espanya	Amadeu I de Espanha
315	315
359	359
360	360
273	273
286	286
2 broke girls	2 Broke Girls
Siyam na Mararangal	Nove da Fama
288	288
Carlos V, Banal na Emperador Romano	Carlos I de Espanha
278	278
455	455
577	577
Jennifer Aniston	Jennifer Aniston
575	575
482	482
486	486
580	580
567	567
564	564
561	561
328	328
325	325
317	317
574	574
566	566
249	249
348	348
442	442
443	443
267	267
244	244
248	248
343	343
562	562
417	417
268	268
590	590
269	269
499	499
409	409
405	405
406	406
403	403
414	414
411	411
412	412
560	560
592	592
Sebra	Zebra
276	276
Mosque	Mesquita
314	314
323	323
366	366
362	362
545	545
531	531
Bupalo	Buffalo (desambiguação)
514	514
Green Lantern	Lanterna Verde
513	513
539	539
538	538
519	519
516	516
Domino (laro)	Dominó
528	528
506	506
526	526
507	507
Valery Leontiev	Valery Leontiev
214	214
213	213
212	212
228	228
227	227
149	149
174	174
189	189
Pandaigdigang Pamantayang Bilang ng Aklat	International Standard Book Number
199	199
Wikang Dzongkha	Língua butanesa
141	141
132	132
Pitong Tulay ng Königsberg	Sete pontes de Königsberg
125	125
123	123
147	147
144	144
Wikang Cuyonon	Língua cuyonon
198	198
178	178
177	177
Embryo	Embrião
187	187
195	195
Agripa	Agrippa
186	186
Nadia Comăneci	Nadia Comăneci
347	347
620	620
Wikang Sebwano	Língua cebuana
Drake	Drake (artista)
624	624
605	605
629	629
616	616
615	615
644	644
Wikang Zamboangueño	Língua chavacana
646	646
633	633
637	637
Imperyong Mughal	Império Mogol
Wikang Filipino	Língua filipina
436	436
434	434
293	293
2403 Šumava	2403 Sumava
692 Hippodamia	692 Hippodamia
427	427
185	185
321	321
327	327
430	430
Leon Trotsky	Leon Trótski
447	447
Little Rock, Arkansas	Little Rock
569	569
568	568
444	444
796	796
Eksponente	Exponenciação
798	798
Buon Ma Thuot	Buon Ma Thuot
793	793
685	685
Hartford, Connecticut	Hartford
799	799
683	683
Windows Home Server	Windows Home Server
Museo	Museu
274	274
Sulat Ebreo	Alfabeto hebraico
Dover, Delaware	Dover (Delaware)
Nilapat na matematika	Matemática aplicada
579	579
281	281
Wikang Syriac	Língua siríaca
Hangganan	Limite de uma função
306	306
438	438
Federico II ng Prusya	Frederico II da Prússia
297	297
421	421
298	298
Wikang Hawayano	Língua havaiana
351	351
352	352
355	355
Ailuropoda melanoleuca	Ailuropoda melanoleuca
Kesha	Kesha
Ursus maritimus	Ursus maritimus
95	95
94	94
594	594
542	542
448	448
445	445
305	305
234	234
565	565
381	381
385	385
307	307
346	346
257	257
Kidlat	Raio (meteorologia)
285	285
591	591
289	289
Bertrand Russell	Bertrand Russell
Kamay	Mão
Du Fu	Du Fu
563	563
New Caledonia	Nova Caledónia
Wikang Maranao	Língua maranao
252	252
Edmund Hillary	Edmund Hillary
Populasyon	População
Kapuluan	Arquipélago
595	595
246	246
Theodore Roosevelt	Theodore Roosevelt
596	596
Wikang Pangasinan	Língua pangasinesa
593	593
357	357
Uluru	Uluru
San Pedro	São Pedro
Tel-Abib	Tel Aviv
Julian ang Tumalikod	Juliano (imperador)
Czechoslovakia	Checoslováquia
Nice	Nice
Jules Verne (ATV)	Júlio Verne
Valparaiso	Valparaíso (Chile)
Artista	Ator
Hollywood	Hollywood
Kasoy	Cajueiro
Marlon Brando	Marlon Brando
Georges Seurat	Georges Seurat
Niue	Niue
Latitud	Latitude
Talon (tubig)	Queda de água
Icarus	Ícaro
599	599
326	326
Wikang Tagalog	Língua tagalo
Acate	Acate
Yitzhak Rabin	Yitzhak Rabin
341	341
Chiaramonte Gulfi	Chiaramonte Gulfi
322	322
Comiso	Comiso
Joviano	Joviano
Nathalia Dill	Nathalia Dill
Giarratana	Giarratana
Justin Bieber	Justin Bieber
Ispica	Ispica
Tansong pula	Bronze
Modica	Módica
Hosni Mubarak	Hosni Mubarak
Sarnia, Ontario	Sarnia
Monterosso Almo	Monterosso Almo
Wikang Leones	Língua leonesa
Fargo, North Dakota	Fargo (Dacota do Norte)
Oaxaca	Oaxaca
Pozzallo	Pozzallo
Thunder Bay, Ontario	Thunder Bay
Santa Croce Camerina	Santa Croce Camerina
386	386
Scicli	Scicli
Tetum	Língua tétum
Funafuti	Funafuti
Vittoria, Italy	Vittoria
374	374
Wikang Tausug	Língua tausug
380	380
Teolohiya	Teologia
Brantford, Ontario	Brantford
Barrie, Ontario	Barrie
Araling panrelihiyon	Ciência da religião
Pablo Neruda	Pablo Neruda
Zeus	Zeus
Yasser Arafat	Yasser Arafat
Oxford	Oxford
Burlington, Ontario	Burlington (Ontário)
Talon ng Niagara	Cataratas do Niágara
Wikang pakumpas	Língua de sinais
136	136
Linus Torvalds	Linus Torvalds
Port-au-Prince	Porto Príncipe
Imperyong Ruso	Império Russo
Ebanghelyo	Evangelho
Wikang Waray-Waray	Língua waray-waray
Alexander Graham Bell	Alexander Graham Bell
Megliadino San Fidenzio	Megliadino San Fidenzio
Woodrow Wilson	Woodrow Wilson
Pernumia	Pernumia
Megliadino San Vitale	Megliadino San Vitale
Porto Tolle	Porto Tolle
Polverara	Polverara
Ponso	Ponso
Ospedaletto Euganeo	Ospedaletto Euganeo
Piove di Sacco	Piove di Sacco
Pontecchio Polesine	Pontecchio Polesine
Merlara	Merlara
Pozzonovo	Pozzonovo
Noventa Padovana	Noventa Padovana
Pettorazza Grimani	Pettorazza Grimani
Taglio di Po	Taglio di Po
Fontaniva	Fontaniva
Villanova di Camposampiero	Villanova di Camposampiero
Candiana	Candiana
Casale di Scodosia	Casale di Scodosia
Barbona	Barbona
Cartura	Cartura
Boara Pisani	Boara Pisani
Astrolohiya	Astrologia
Villa Estense	Villa Estense
Stanghella	Stanghella
San Martino di Lupari	San Martino di Lupari
Tasmania	Tasmânia
Correzzola	Correzzola
Casalserugo	Casalserugo
San Pietro Viminario	San Pietro Viminario
Borgoricco	Borgoricco
Loreggia	Loreggia
Creta	Creta
Villanova del Ghebbo	Villanova del Ghebbo
Loreo, Italy	Loreo
Rosolina	Rosolina
Kasangkapang pangtugtog	Instrumento musical
Papozze	Papozze
Villadose	Lusia
Polesella	Polesella
Sisne	Cisne
Conselve	Conselve
Trebaseleghe	Trebaseleghe
Rubano	Rubano
Whitney Houston	Whitney Houston
Lendinara	Lendinara
Arzergrande	Arzergrande
San Martino di Venezze	San Martino di Venezze
San Giorgio delle Pertiche	San Giorgio delle Pertiche
Saletto	Saletto
Bagong Orleans, Luwisiyana	Nova Orleães
Urbana, Italy	Urbana
Mošovce	Mošovce
Foshan	Foshan
Benazir Bhutto	Benazir Bhutto
Felipe II ng Espanya	Filipe II de Espanha
Bagnoli di Sopra	Bagnoli di Sopra
Baone	Baone
Granze	Granze
Castelbaldo	Castelbaldo
Shakira	Shakira
Vigodarzere	Vigodarzere
Philip II ng Pransiya	Filipe II de França
Saint-Dié-des-Vosges	Saint-Dié-des-Vosges
Porto Viro	Porto Viro
Agna	Agna
San Pietro in Gu	San Pietro in Gu
Montegrotto Terme	Montegrotto Terme
Cervarese Santa Croce	Cervarese Santa Croce
Curtarolo	Curtarolo
Saccolongo	Saccolongo
Villafranca Padovana	Villafranca Padovana
Campodoro	Campodoro
Rovolon	Rovolon
Galzignano Terme	Galzignano Terme
Mahmoud Ahmadinejad	Mahmoud Ahmadinejad
Grantorto	Grantorto
San Giorgio in Bosco	San Giorgio in Bosco
Boris El’cin	Boris Iéltsin
Teolo	Teolo
Mestrino	Mestrino
Gwyneth Paltrow	Gwyneth Paltrow
Lozzo Atestino	Lozzo Atestino
Piazzola sul Brenta	Piazzola sul Brenta
Felipe III ng Espanya	Filipe III de Espanha
Cinto Euganeo	Cinto Euganeo
CD	Compact Disc
Limena	Limena
Campo San Martino	Campo San Martino
Emperador Hirohito	Hirohito
Basilika ng Birhen ng Candelaria	Basílica da Candelária
Helikopter	Helicóptero
Al-Qaeda	Al-Qaeda
Tombolo, Italy	Tombolo
Santa Elena, Ascension, at Tristan da Cunha	Santa Helena (ilha)
Hipopotamus	Hipopótamo-comum
382	382
Maserà di Padova	Maserà di Padova
Gazzo (PD)	Gazzo
Pincara	Pincara
Villamarzana	Villamarzana
Ponte San Nicolò	Ponte San Nicolò
Guarda Veneta	Guarda Veneta
Sant'Angelo di Piove di Sacco	Sant'Angelo di Piove di Sacco
Vighizzolo d'Este	Vighizzolo d'Este
342	342
Piacenza d'Adige	Piacenza d'Adige
Santa Margherita d'Adige	Santa Margherita d'Adige
Vo'	Vò
373	373
Villanova Marchesana	Villanova Marchesana
Due Carrare	Due Carrare
Giacciano con Baruchella	Giacciano con Baruchella
Catedral de San Cristóbal de La Laguna	Catedral de San Cristóbal de La Laguna
372	372
Melara	Melara
Trecenta	Trecenta
Dagat Egeo	Mar Egeu
Arre, Padua	Arre
Ichiro Mizuki	Ichiro Mizuki
Panganganak	Parto
Salara	Salara
Selvazzano Dentro	Selvazzano Dentro
Eufrates	Rio Eufrates
Vigonza	Vigonza
Occhiobello	Occhiobello
Gaiba	Gaiba
Albignasego	Albignasego
James A. Garfield	James A. Garfield
Stienta	Stienta
Lungsod ng Kyoto	Quioto
Monselice	Monselice
Abano Terme	Abano Terme
Montagnana	Montagnana
Este, Italy	Este (Pádua)
Piombino Dese	Piombino Dese
Adria	Adria
Saint-Pierre at Miquelon	Saint-Pierre e Miquelon
Campodarsego	Campodarsego
Sampung Utos ng Diyos	Dez Mandamentos
Sinagoga	Sinagoga
Arquà Petrarca	Arquà Petrarca
Bangbang Inggles	Canal da Mancha
Johannesburg	Joanesburgo
Simbahan (sa Kristiyanismo)	Igreja
J.K. Rowling	J. K. Rowling
Massanzago	Massanzago
Pontelongo	Pontelongo
Lungsod ng Hiroshima	Hiroshima
Anguillara Veneta	Anguillara Veneta
Vescovana	Vescovana
Albert Camus	Albert Camus
Galliera Veneta	Galliera Veneta
Terrassa Padovana	Terrassa Padovana
Bovolenta	Bovolenta
Golpong Persiko	Golfo Pérsico
Cadoneghe	Cadoneghe
Codevigo	Codevigo
Castelnovo Bariano	Castelnovo Bariano
Carmignano di Brenta	Carmignano di Brenta
Battaglia Terme	Battaglia Terme
Solesino	Solesino
Rosas (bulaklak)	Rosa
Costa di Rovigo	Costa di Rovigo
Legnaro	Legnaro
Ceneselli	Ceneselli
Kingston, Hamayka	Kingston
Santa Giustina in Colle	Santa Giustina in Colle
Fiesso Umbertiano	Fiesso Umbertiano
Villa del Conte	Villa del Conte
Camposampiero	Camposampiero
Pang-uri	Adjetivo
Tribano	Tribano
Torreglia	Torreglia
Carceri, Italy	Carceri
Brugine	Brugine
Leopardo	Leopardo
Corbola	Corbola
Salzburg (lungsod)	Salzburgo
Fratta Polesine	Fratta Polesine
Frassinelle Polesine	Frassinelle Polesine
Ariano nel Polesine	Ariano nel Polesine
Mitolohiyang Griyego	Mitologia grega
Gavello	Gavello
Aguhon (panturo)	Bússola
Dayton, Ohio	Dayton (Ohio)
Sari	Género (biologia)
Sant'Urbano	Sant'Urbano
Rudyard Kipling	Rudyard Kipling
Masi, Province of Padua	Masi
Allein	Allein
San Bellino	San Bellino
Antey-Saint-André	Antey-Saint-André
Agham panlipunan	Ciências sociais
Sant'Elena (PD)	Sant'Elena
Somaliland	Somalilândia
Avise	Avise
Arvier	Arvier
Arnad	Arnad
Tangway	Península
Tala ng mga kodigong pantelepono ng mga bansa	Lista de códigos telefónicos
X-ray	Raios X
Ayas, Aosta Valley	Ayas
Aymavilles	Aymavilles
Xinjiang	Xinjiang
Albuquerque, New Mexico	Albuquerque
Bard, Aosta Valley	Bard (Vale de Aosta)
Bagong Taon	Ano-Novo
Santo Domingo, Republikang Dominikano	Santo Domingo
Tequixquiac	Tequixquiac
Ulysses S. Grant	Ulysses S. Grant
Elizabeth Taylor	Elizabeth Taylor
Bionaz	Bionaz
Lungsod ng Oklahoma, Oklahoma	Oklahoma City
Brissogne	Brissogne
Brusson	Brusson
Lalawigan	Província
Papaya	Mamão
Challand-Saint-Anselme	Challand-Saint-Anselme
375	375
Challand-Saint-Victor	Challand-Saint-Victor
Chambave	Chambave
Chamois, Aosta Valley	Chamois (Valle d'Aosta)
Champdepraz	Champdepraz
Brisbane	Brisbane
Ptolomeo	Ptolemeu
Champorcher	Champorcher
Bitamina	Vitamina
Charvensod	Charvensod
Châtillon, Aosta Valley	Châtillon (Vale de Aosta)
Benjamin Franklin	Benjamin Franklin
Cogne	Cogne
Brian Cox	Brian Cox
Isaac Asimov	Isaac Asimov
Torah	Torá
Courmayeur	Courmayeur
Donnas, Italy	Donnas (Vale de Aosta)
Doues	Doues
Simbahang Ortodokso ng Silangan	Igreja Ortodoxa
Emarèse	Emarèse
Etroubles	Etroubles
Fénis	Fénis
William McKinley	William McKinley
Fontainemore	Fontainemore
Repolyo	Repolho
Gaby	Gaby (Vale de Aosta)
Gignod	Gignod
Agatha Christie	Agatha Christie
Gressan	Gressan
Gressoney-La-Trinité	Gressoney-La-Trinité
Gressoney-Saint-Jean	Gressoney-Saint-Jean
Hône	Hône
Introd	Introd
Tala ng mga pambansang kabisera	Lista de capitais nacionais
Issime	Issime
Noemi	Noemi (cantora)
Issogne	Issogne
Jovençan	Jovençan
La Magdeleine	La Magdeleine
Entidad	Ente
Websayt	Site
Wilhelm Röntgen	Wilhelm Conrad Röntgen
Odisea	Odisseia
Grover Cleveland	Grover Cleveland
Lungsod ng Kuwait	Kuwait (cidade)
La Salle, Aosta Valley	La Salle (Vale de Aosta)
La Thuile, Aosta Valley	La Thuile (Vale de Aosta)
Lillianes	Lillianes
Salamin (tanawan)	Espelho
Dinastiyang Zhou	Dinastia Zhou
Montjovet	Montjovet
Morgex	Morgex
Nus	Nus (Vale de Aosta)
Herbert Hoover	Herbert Hoover
Etimolohiya	Etimologia
Ollomont	Ollomont
Oyace	Oyace
Puma	Puma concolor
44 BC	44 a.C.
Perloz	Perloz
Mga Saksi ni Jehova	Testemunhas de Jeová
Pollein	Pollein
Metapisika	Metafísica
Pont-Saint-Martin, Aosta Valley	Pont-Saint-Martin
Pontboset	Pontboset
Warren G. Harding	Warren G. Harding
Pontey	Pontey
Pré-Saint-Didier	Prè-Saint-Didier
Quart, Aosta Valley	Quart
387	387
Nikita Hruščëv	Nikita Khrushchov
Rhêmes-Notre-Dame	Rhêmes-Notre-Dame
Arabe	Árabes
Rhêmes-Saint-Georges	Rhêmes-Saint-Georges
Roisan	Roisan
Brad Pitt	Brad Pitt
WWE, Inc.	WWE
Saint-Christophe, Aosta Valley	Saint-Christophe (Valle d'Aosta)
Lawa ng Titicaca	Lago Titicaca
Saint-Denis, Aosta Valley	Saint-Denis (Valle d'Aosta)
Sumerya	Suméria
Saint-Marcel, Aosta Valley	Saint-Marcel (Valle d'Aosta)
Wikang Aka-Bo	Língua aka-bo
Colombo	Colombo
Palabigkasan	Fonética
Ai Kurosawa	Ai Kurosawa
Saint-Nicolas, Aosta Valley	Saint-Nicolas (Valle d'Aosta)
Pamilya (biyolohiya)	Família (biologia)
Saint-Oyen, Aosta Valley	Saint-Oyen
Saint-Pierre, Aosta Valley	Saint-Pierre (Vale de Aosta)
Saint-Rhémy-en-Bosses	Saint-Rhémy-en-Bosses
Saint-Vincent, Aosta Valley	Saint-Vincent (Valle d'Aosta)
Sarre, Aosta Valley	Sarre (Vale de Aosta)
Mga wikang Bikol	Língua bicolana
Wikang Elamita	Língua elamita
Medina	Medina
Almaty	Almaty
242 BC	242 a.C.
Wikang Sinaunang Griyego	Língua grega antiga
Chester A. Arthur	Chester A. Arthur
Aphrodite	Afrodite
248 BC	248 a.C.
Torgnon	Torgnon
Yungib	Caverna
Valgrisenche	Valgrisenche
258 BC	258 a.C.
257 BC	257 a.C.
Alces alces	Alce
Wikang Akkadiano	Língua acádia
Valpelline, Aosta Valley	Valpelline
253 BC	253 a.C.
White House	Casa Branca
246 BC	246 a.C.
245 BC	245 a.C.
Valsavarenche	Valsavarenche
Pulis	Polícia
Valtournenche	Valtournenche
249 BC	249 a.C.
Verrayes	Verrayes
252 BC	252 a.C.
Paul Cézanne	Paul Cézanne
Verrès	Verrès
Villeneuve, Aosta Valley	Villeneuve (Vale de Aosta)
Wallis at Futuna	Wallis e Futuna
240 BC	240 a.C.
254 BC	254 a.C.
256 BC	256 a.C.
251 BC	251 a.C.
Hokkaidō	Hokkaido
250 BC	250 a.C.
244 BC	244 a.C.
Tigris	Rio Tigre
243 BC	243 a.C.
Bulubundukin ng Ural	Montes Urais
255 BC	255 a.C.
Arthur Conan Doyle	Arthur Conan Doyle
Luya	Gengibre
Gantimpalang Nobel na Pangkapayapaan	Nobel da Paz
William Howard Taft	William Howard Taft
Estado ng Estados Unidos	Estados dos Estados Unidos
Glacier	Geleira
Kapuluang Pitcairn	Ilhas Pitcairn
Benjamin Harrison	Benjamin Harrison
Rutherford B. Hayes	Rutherford B. Hayes
Panthera onca	Onça-pintada
Timog Australya	Austrália Meridional
Parlamento	Parlamento
Materya	Matéria
Sanaysay	Ensaio
Lungsod ng Osaka	Osaka (cidade)
247 BC	247 a.C.
Boise, Idaho	Boise
Ehekutibong sangay	Poder Executivo
Baruch Spinoza	Baruch Espinoza
Ubo	Tosse
Zoroaster	Zaratustra
259 BC	259 a.C.
Magkapatid na Wright	Irmãos Wright
Rio de la Plata	Rio da Prata
Tulog	Sono
Wikang Istriyano	Língua istriota
Pasta sa ngipin	Creme dental
Bautismo	Batismo
Implasyon (presyo)	Inflação
Hika	Asma
Bangka	Barco
Pagkakatumbas na masa-enerhiya	Equivalência massa-energia
Omar Khayyam	Omar Khayyām
Ipil-ipil (Laucaena glauca)	Leucena
Kawayan	Bambu
HMS Beagle	HMS Beagle
Congo (paglilinaw)	Congo
Interlingua	Língua interlíngua
Wikang Iloko	Ilocano
Polinesya	Polinésia
Kelta	Celtas
Estetika	Estética
Kapuluang Cocos (Keeling)	Ilhas Cocos (Keeling)
Ho Chi Minh	Ho Chi Minh
Calvin Coolidge	Calvin Coolidge
Pistatso	Pistache
Queensland	Queensland
Minyapolis	Minneapolis
Phascolarctos cinereus	Coala
Charles Bronson	Charles Bronson
Muhammad Ali	Muhammad Ali
Borneo	Bornéu
Wikang Kapampangan	Língua kapampangan
Kipot ng Gibraltar	Estreito de Gibraltar
Lupa	Solo
Igos	Figueira-comum
Beyoncé Knowles	Beyoncé Knowles
Wikang kupta	Língua copta
Pangkat (matematika)	Conjunto
Bridgetown	Bridgetown
Carlos II ng Espanya	Carlos II de Espanha
Manunulat	Escritor
Kuwentong-bayan	Folclore
Siligo	Siligo
Lindol at tsunami sa Tōhoku (2011)	Sismo e tsunami de Tohoku de 2011
Mark Zuckerberg	Mark Zuckerberg
Panghalip	Pronome
Carlos III ng Espanya	Carlos III de Espanha
Apia	Apia
San Juan, Antigua at Barbuda	Saint John's
Brigitte Bardot	Brigitte Bardot
Talambuhay	Biografia
Roseau	Roseau
Daan ng Sutla	Rota da Seda
Diana Ross	Diana Ross
Cantù	Cantù
Anne Hathaway	Anne Hathaway (atriz)
Thales	Tales de Mileto
Calgary	Calgary
Jane Austen	Jane Austen
Giordano Bruno	Giordano Bruno
Panaginip	Sonho
Lojban	Lojban
Hammurabi	Hamurabi
Montegranaro	Montegranaro
Kapisanan ni Hesus	Companhia de Jesus
Griyegong Mediebal	Grego medieval
Taekwondo	Taekwondo
Malaking daga	Rattus
Aberdeen	Aberdeen
Oporto	Porto
Agham pampolitika	Ciência política
Catherine II ng Rusya	Catarina, a Grande
Wikang Māori	Língua maori
Hannibal	Aníbal
Arina	Farinha
Pompei	Pompeia (Nápoles)
Longhitud	Longitude
The Lion King	O Rei Leão
Guglielmo Marconi	Guglielmo Marconi
Iono	Íon
Milenyo	Milênio
Modernong Griyego	Grego moderno
Francis Drake	Francis Drake
Port Moresby	Port Moresby
Reaksiyong kimikal	Reação química
.ru	.ru
.ad	.ad
Vladimir Nabokov	Vladimir Nabokov
The Hague	Haia
Orden (biyolohiya)	Ordem (biologia)
Gorilya	Gorila
Tycho Brahe	Tycho Brahe
Patutot	Prostituição
Ben Tre	Ben Tre (cidade)
Pangalang dalawahan	Nomenclatura binomial
Sining-biswal	Artes visuais
Henrik Ibsen	Henrik Ibsen
Daylight saving time	Horário de verão
West Bank	Cisjordânia
Victoria, Australya	Vitória (Austrália)
Zhuang	Zhuang (etnia)
Yugoslabya	Jugoslávia
Mammuthus	Mamute
Atila ang Hun	Átila
Kaharian (biyolohiya)	Reino (biologia)
Wikang Nobyal	Novial
Aung San Suu Kyi	Aung San Suu Kyi
Tangway ng Sinai	Sinai
Kristallnacht	Noite dos cristais
Ebanghelyo ni Juan	Evangelho segundo João
Robert Pattinson	Robert Pattinson
Pahinang Web	Página web
Wikang Sumeryo	Língua suméria
Pinto	Porta
Kuwadrilateral	Quadrilátero
Tokelau	Tokelau
Kompositor	Compositor
Rihanna	Rihanna
Trangkasong baboy	Gripe suína
Kuko	Unha
Katutubong wika	Língua materna
Pamumundok	Alpinismo
Osona (singaw)	Ozônio
Tubo	Cana-de-açúcar
Robert De Niro	Robert De Niro
Ketong	Lepra
Pangangaso	Caça
Glipo	Glifo
12 (bilang)	Doze
Toshiro Mifune	Toshiro Mifune
Mukha	Face
Serbiya at Montenegro	Sérvia e Montenegro
Pagpapatalastas	Publicidade
Tallahassee, Florida	Tallahassee
Juan VIII Palaiologos	João VIII Paleólogo
Andronikos III Palaiologos	Andrónico III Paleólogo
Bismarck, North Dakota	Bismarck (Dacota do Norte)
Andronikos II Palaiologos	Andrónico II Paleólogo
Romantisismo	Romantismo
Juan V Palaiologos	João V Paleólogo
Musikang pop	Música pop
Juan VII Palaiologos	João VII Paleólogo
Pako (pangkabit)	Prego
Andronikos IV Palaiologos	Andrónico IV Paleólogo
Tom Cruise	Tom Cruise
Olibo	Oliveira
Juan VI Kantakouzenos	João VI Cantacuzeno
Salomon	Salomão
Juan IV Laskaris	João IV Láscaris
Andronikos V Palaiologos	Andrônico V Paleólogo
Banal na Santatlo	Trindade (cristianismo)
Yahoo!	Yahoo!
Pebrero 30	30 de fevereiro
Manuel II Palaiologos	Manuel II Paleólogo
Michael IX Palaiologos	Miguel IX Paleólogo
Florence Nightingale	Florence Nightingale
Paraon	Faraó
331	331
Athena	Atena
Metano	Metano
Mariupol	Mariupol
11 (bilang)	Onze
365	365
13 (bilang)	Treze
Konstantino XI Paleologus	Constantino XI Paleólogo
Atomikong nukleyus	Núcleo atómico
Sun Tzu	Sun Tzu
Abukado	Persea americana
379	379
IBM	IBM
David Hume	David Hume
.fi	.fi
Alon	Onda
Johnny Depp	Johnny Depp
Pulang selula ng dugo	Hemácia
Robert Koch	Robert Koch
Bantod	Diâmetro
Guro	Professor
Pangunahing Ahensiya ng Kaalaman	Central Intelligence Agency
.ae	.ae
.am	.am
.de	.de
Pagsusulat	Escrita
.fr	.fr
Papa Juan Pablo I	Papa João Paulo I
Ramayana	Ramáiana
Espiritu Santo	Espírito Santo
Internet Movie Database	Internet Movie Database
Cleveland, Ohio	Cleveland
Apollo	Apolo
Dalai Lama	Dalai Lama
John Michael Talbot	John Michael Talbot
Akrotiri at Dhekelia	Acrotíri e Deceleia
Klaus Ebner	Klaus Ebner
Mani	Amendoim
Francis Bacon	Francis Bacon
Melanesya	Melanésia
Naypyidaw	Naypyidaw
.af	.af
100 (bilang)	Cem
.au	.au
Tuhod	Joelho
ISO 4217	ISO 4217
Palaugnayan	Sintaxe
Aprikot	Damasqueiro
Nicole Kidman	Nicole Kidman
Pierre Curie	Pierre Curie
Kapulungang Pangkatiwasayan ng Mga Nagkakaisang Bansa	Conselho de Segurança das Nações Unidas
Maulap na hamog	Nevoeiro
Epiko	Poesia épica
Dagat Jonico	Mar Jônico
Klase (biyolohiya)	Classe (biologia)
Glukosa	Glicose
.cz	.cz
.ag	.ag
Astropisika	Astrofísica
Poligon	Polígono
Jackson Pollock	Jackson Pollock
John Calvin	João Calvino
Araw ng mga Puso	Dia dos Namorados
William na Mananakop	Guilherme I de Inglaterra
Hail	Granizo
Jollibee	Jollibee
Luciano Pavarotti	Luciano Pavarotti
Escalda	Rio Escalda
Thomas Hobbes	Thomas Hobbes
Mila Kunis	Mila Kunis
43 BK	43 a.C.
Talaan ng mga Buwan sa Sistemang Pang-araw	Lista de satélites naturais
Digmaan sa Golpo	Guerra do Golfo
Talaan ng mga planetang menor	Lista de asteroides
Pamilihan	Mercado
Dagat Luzon	Mar da China Meridional
Sutla	Seda
Hunyango	Camaleão
Paul Gauguin	Paul Gauguin
Bloemfontein	Bloemfontein
Haiku	Haiku
.at	.at
Hukbong-kati	Exército
Uthman Ibn Affan	Otman
Demograpiya	Demografia
Piyudalismo	Feudalismo
Kromosoma	Cromossomo
Balahak	Liga metálica
T. S. Eliot	T. S. Eliot
Charlotte's Web (pelikula ng 1973)	Charlotte's Web (1973)
Sint-Truiden	Sint-Truiden
Ekosistema	Ecossistema
Auckland Grammar School	Auckland Grammar School
Repriherador	Frigorífico
Milwaukee, Wisconsin	Milwaukee
.us	.us
Natalie Portman	Natalie Portman
.es	.es
.gr	.gr
Kipot	Estreito
.pl	.pl
.uk	.uk
Selyo	Selo postal
Kamote	Batata-doce
Masiela Lusha	Masiela Lusha
Sapporo, Hokkaido	Sapporo
Dagat Dilaw	Mar Amarelo
Gregor Mendel	Gregor Mendel
Emperador Akihito	Akihito
Carinthia (estado)	Caríntia
Yangon	Rangum
63 BC	63 a.C.
Hera	Hera
Saint Louis, Missouri	St. Louis (Missouri)
Eksistensiyalismo	Existencialismo
McDonald's	McDonald's
Lewis Carroll	Lewis Carroll
Kapuluan ng Galapagos	Galápagos
Masining na paglalayag sa yelo	Patinação artística no gelo
Leonardo DiCaprio	Leonardo DiCaprio
Agham pangkagubatan	Engenharia florestal
Daniel Radcliffe	Daniel Radcliffe
Japanese Spitz	Spitz japonês
Samurai	Samurai
Araling Aprikano	Estudos da África
Kategorya:Makabagong sining	Arte moderna
31 BC	31 a.C.
Arthur Schopenhauer	Arthur Schopenhauer
Helen Keller	Helen Keller
Lungsod ng Nagasaki	Nagasaki
Kapuluang Britaniko	Ilhas Britânicas
Yokohama	Yokohama
.al	.al
.ar	.ar
Morpolohiya (lingguwistika)	Morfologia (linguística)
Alexandre Dumas	Alexandre Dumas, pai
Lapi	Filo
Enrique VIII ng Inglatera	Henrique VIII de Inglaterra
Asong simaron	Buldogue
Autismo	Autismo
.az	.az
