Afrika	África
Lumut Kerak	Líquen
Pawon	Cozinha
Guwa Thien Duong	Gruta de Thien Duong
Gendéra Jepang	Bandeira do Japão
Klorofil	Clorofila
Ellen Johnson Sirleaf	Ellen Johnson Sirleaf
Juanes	Juanes
Gendéra Prancis	Bandeira da França
Trek	Camião
Cincinnati	Cincinnati
Clint Eastwood	Clint Eastwood
Organisasi	Organização
Poaceae	Poaceae
Mercusuar Iskandariyah	Farol de Alexandria
Gestapo	Gestapo
Talmud	Talmude
Sultan	Sultão
John Maxwell Coetzee	J. M. Coetzee
Pulo Wake	Ilha Wake
Malcolm X	Malcolm X
Marcello Lippi	Marcello Lippi
Tim nasional bal-balan Jerman	Seleção Alemã de Futebol
Mikhail Saakashvili	Mikheil Saakashvili
Pompeii	Pompeia
Jalaluddin Rumi	Jalal ad-Din Muhammad Rumi
MTV	MTV
Gagak	Corvo
1700-an	Década de 1700
CBS	Columbia Broadcasting System
Robert Boyle	Robert Boyle
Andreas	Santo André
Discovery Channel	Discovery Channel
Keanu Reeves	Keanu Reeves
Justin Timberlake	Justin Timberlake
Mutiara	Pérola
Klabang	Quilópode
Creative Commons	Creative Commons
Senam	Ginástica
Pilzno	Plzeň
Lengen	Braço
Angkor Wat	Angkor Wat
Derby	Derby (Derbyshire)
Selèksi alam	Seleção natural
Sumur	Poço (água)
Dodo	Raphus cucullatus
Adas	Funcho
K2	K2
Zamrud	Esmeralda
Teori relativitas	Teoria da relatividade
Anton van Leeuwenhoek	Anton van Leeuwenhoek
Gerhart Hauptmann	Gerhart Hauptmann
Cotonou	Cotonou
Matius	Mateus (evangelista)
Prancis Terbuka	Torneio de Roland-Garros
Mumi	Múmia
Lingkungan alam	Meio ambiente
Kolibri	Beija-flor
Mac OS	Mac OS
Leiden	Leida
Hidrokarbon	Hidrocarboneto
Apollo 11	Apollo 11
Kolesterol	Colesterol
Tomas	São Tomé
Filipus	Filipe (apóstolo)
Philipp Lahm	Philipp Lahm
Ambrosius	Ambrósio
Federal	Federação
Segitiga Bermuda	Triângulo das Bermudas
Vlad Ţepeş	Vlad, o Empalador
Paus Pius IX	Papa Pio IX
Paus Leo XII	Papa Leão XII
Paus Gregorius XVI	Papa Gregório XVI
Yasunari Kawabata	Yasunari Kawabata
Paus Pius X	Papa Pio X
Alis	Sobrancelha
Kalkun	Peru (ave)
Wudel	Umbigo
Avertebrata	Invertebrados
Eddie Murphy	Eddie Murphy
Arjen Robben	Arjen Robben
Paus Leo XIII	Papa Leão XIII
Andrea Pirlo	Andrea Pirlo
Anselmus saka Canterbury	Anselmo de Cantuária
Hamid Karzai	Hamid Karzai
Yudas Tadeus	Judas Tadeu
Paus Leo I	Papa Leão I
Muhammad Yunus	Muhammad Yunus
1740-an	Década de 1740
Jan Hus	Jan Hus
Tautiška giesmė	Tautiška Giesmė
Bartolomeus	São Bartolomeu
Yakobus (rasul)	Santiago Maior
Matias	Matias (apóstolo)
Das Lied der Deutschen	Deutschlandlied
Yakobus anak Alfeus	Santiago Menor
Wassily Leontief	Wassily Leontief
Yuri Andropov	Iúri Andropov
Jéssica Alba	Jessica Alba
Cyril saking Alexandria	Cirilo de Alexandria
Dominikus	Domingos de Gusmão
Hamit Altıntop	Hamit Altıntop
1500-an	Década de 1500
Mesolitikum	Mesolítico
Motor	Motor
Maximilien Robespierre	Maximilien de Robespierre
Kronos	Cronos
Grahana rembulan	Eclipse lunar
Ha Ji Won	Ha Ji Won
Nikolas saka Myra	Nicolau de Mira
Michel Foucault	Michel Foucault
Ignatius Loyola	Inácio de Loyola
Bastian Schweinsteiger	Bastian Schweinsteiger
Nagorno Karabakh	Nagorno-Karabakh
Prastawa Bom Iskandariyah 1 Januari 2011	Atentado de 1 de janeiro de 2011 em Alexandria
Jihad	Jihad
GNOME	GNOME
Legenda	Lenda
Tsar	Czar
Valentina Tereshkova	Valentina Tereshkova
Cameron Diaz	Cameron Diaz
Hefaistos	Hefesto
Ronald Golias	Ronald Golias
Hans Christian Oersted	Hans Christian Ørsted
Dhasi	Gravata
Giovanni Trapattoni	Giovanni Trapattoni
Roncèn kimia	Ligação química
Kalor	Calor
John Cena	John Cena
Fabaceae	Fabaceae
Orlando Bloom	Orlando Bloom
Tumbak	Lança
Pierre-Simon Laplace	Pierre Simon Laplace
Pandemi	Epidemia
Twilight	Twilight (série)
Planèt jaban surya	Exoplaneta
Titanic (film 1997)	Titanic (1997)
Echinodermata	Echinodermata
Benjamin Thompson	Benjamin Thompson
1820-an	Década de 1820
The Star-Spangled Banner	The Star-Spangled Banner
Kalèndher Ibrani	Calendário judaico
Francisco Pizarro	Francisco Pizarro
Vojvodina	Voivodina
Plabuhan	Porto (transporte)
Murbei	Morus
Provinsi Mendoza	Mendoza (província)
Provinsi San Luis	San Luis (província)
Soeharto	Suharto
1770-an	Década de 1770
Bandar Udara Internasional Baiyun Guangzhou	Aeroporto Internacional de Guangzhou Baiyun
Guwa Son Doong	Son Doong
Lindsay Lohan	Lindsay Lohan
Sudoku	Sudoku
Titik (géomètri)	Ponto (matemática)
Alex Ferguson	Alex Ferguson
Carl XVI Gustaf saka Swedia	Carlos XVI Gustavo da Suécia
Dadu	Dado
Yama	Yama
Daftar kodhe ICD-10	Lista de códigos da CID-10
Gedung Opera Sydney	Ópera de Sydney
Semèn	Cimento
Świętochłowice	Świętochłowice
Jilin	Jilin
Zac Efron	Zac Efron
Australasia	Australásia
Mausoleum Mausolus	Mausoléu de Halicarnasso
Kudhéta	Golpe de Estado
Carrie (2013 film)	Carrie (filme de 2013)
Kali Brahmaputra	Rio Bramaputra
Khamir	Levedura
Waisnawa	Vixnuísmo
Paul Scholes	Paul Scholes
Keramik	Cerâmica
Ruud van Nistelrooy	Ruud van Nistelrooy
Casus belli	Casus belli
Ajaria	Adjara
Larahan	Resíduo sólido
Titan (mitologi)	Titã
Charlotte's Web	Charlotte's Web
Nangka	Artocarpus heterophyllus
Basa mati	Língua extinta
Jack London	Jack London
Mario Gómez	Mario Gómez
Fyord	Fiorde
Lesung	Almofariz
Akuarium	Aquário
Kim Dae-Jung	Kim Dae-jung
Isten áldd meg a magyart	Himnusz
Jura (périodhe)	Jurássico
Isabel I saka Kastilia	Isabel I de Castela
Jajaran génjang	Paralelogramo
Fabio Quagliarella	Fabio Quagliarella
Thierry Henry	Thierry Henry
John Cale	John Cale
Suku Maya	Povos maias
Organel	Organelo
Persefone	Perséfone
Quagga	Quagga
Czesław Miłosz	Czesław Miłosz
1680-an	Década de 1680
1610-an	Década de 1610
Truwèlu	Lebre
Paus Silvester III	Papa Silvestre III
Suku Uighur	Uigures
Humanisme	Humanismo
Taman nasional	Parque nacional
Gitar bas	Baixo elétrico
Reca Zeus ing Olympia	Estátua de Zeus em Olímpia
1510-an	Década de 1510
Géofisika	Geofísica
Energi kinetis	Energia cinética
Bandhar Udhara Paris-Charles de Gaulle	Aeroporto de Paris-Charles de Gaulle
Rosaceae	Rosaceae
Trapésium (géomètri)	Trapézio (geometria)
Myxomicota	Myxogastria
Panah	Arco (arma)
Mesin tik	Máquina de escrever
Patrick Vieira	Patrick Vieira
Sushi	Sushi
F/A-18 Hornet	F/A-18 Hornet
Juan Sebastián Verón	Juan Sebastián Verón
Bebungah Pulitzer	Prémio Pulitzer
Gendéra Walanda	Bandeira dos Países Baixos
Ivan Bunin	Ivan Bunin
Program Apollo	Programa Apollo
Charles Babbage	Charles Babbage
Macquarie Island	Ilha Macquarie
Amoeba	Amoeba
Asèt	Ativo
Wangari Maathai	Wangari Maathai
Bhagawad Gita	Bagavadguitá
Robert Hooke	Robert Hooke
Neraca (akuntansi)	Balanço patrimonial
Gendéra Austria	Bandeira da Áustria
Kali Lena	Rio Lena (Rússia)
Ali-ali	Anel
Iaşi	Iaşi
Métodhe èlmiah	Método científico
Pulo Baker	Ilha Baker
Zlatan Ibrahimović	Zlatan Ibrahimović
Negara bagéyan ka-51	51.º estado
Pipi	Bochecha
Saint-Denis, Réunion	Saint-Denis (Reunião)
Tim nasional bal-balan Walanda	Seleção Neerlandesa de Futebol
Prion	Príon
Muara	Estuário
Aishwarya Rai	Aishwarya Rai
Acciano	Acciano
Soklat	Marrom
Arthur C. Clarke	Arthur C. Clarke
Ruda peksa	Estupro
Èmbèr	Balde
Avezzano	Avezzano
Cemara Natal	Árvore de Natal
Slobodan Milošević	Slobodan Milošević
Yajurwéda	Iajurveda
Paus Linus	Papa Lino
Śruti	Shruti
Paus Silvester I	Papa Silvestre I
Romain Rolland	Romain Rolland
Lahar	Lahar
Warren Buffett	Warren Buffett
Condoleezza Rice	Condoleezza Rice
Ambal warsa	Aniversário
Andrei Arshavin	Andrey Arshavin
Elfriede Jelinek	Elfriede Jelinek
Masakan Cina	Culinária da China
Cacing	Verme
Palo Alto, California	Palo Alto
Kepler-10b	Kepler-10b
Misi Kepler	Kepler (sonda espacial)
Sistem saraf pusat	Sistema nervoso central
Glise 581 d	Gliese 581 d
Joseph John Thomson	Joseph John Thomson
Kepler 22b	Kepler-22b
Jangkrik	Grilo
Protokol Kyoto	Protocolo de Quioto
Marie Antoinette	Maria Antonieta
Harpa	Harpa
Bovolone	Bovolone
Sidang Umum PBB	Assembleia Geral das Nações Unidas
Milton Friedman	Milton Friedman
Istana Wilanów	Palácio Wilanów
Swami Vivekananda	Swami Vivekananda
André Gide	André Gide
Asam asetat	Ácido etanoico
Kepler-9b	Kepler-9b
Zico	Zico
Toruń	Toruń
Ivo Andrić	Ivo Andrić
Gunung ès	Iceberg
Kepler-22	Kepler-22
Arsène Wenger	Arsène Wenger
Allan Hills 84001	ALH 84001
Kepler (Kawah Bulan)	Kepler (cratera lunar)
MS-DOS	MS-DOS
Efesus	Éfeso
Lampu pijar	Lâmpada incandescente
Masakan Jerman	Culinária da Alemanha
Segara Andaman	Mar de Andamão
Black Sabbath	Black Sabbath
Kitab Yosua	Livro de Josué
Babilonia	Babilônia (região)
Sindrom Down	Síndrome de Down
Pèpsi	Pepsi
Candhi Prambanan	Conjunto de Prambanan
Brokoli	Brócolis
Hobi	Passatempo
Piala Donya FIFA 2002	Copa do Mundo FIFA de 2002
Khalil Gibran	Khalil Gibran
Muslim	Muçulmano
Paus Evaristus	Papa Evaristo
Imre Kertész	Imre Kertész
Tim nasional bal-balan Inggris	Seleção Inglesa de Futebol
Tim nasional bal-balan Prancis	Seleção Francesa de Futebol
Tétanus	Tétano
Provinsi Çanakkale	Çanakkale (província)
Cixi	Tseu-Hi
Naoto Kan	Naoto Kan
Pratibha Patil	Pratibha Patil
Mentha	Mentha
Atol Midway	Atol Midway
Green Day	Green Day
Rèmi	Baralho
339	339
340	340
Nijmegen	Nimegue
Gendéra Finlandia	Bandeira da Finlândia
Paris Hilton	Paris Hilton
Mario Monti	Mario Monti
Badhak India	Rinoceronte-indiano
Kanker paru-paru	Câncer de pulmão
354	354
356	356
358	358
Carlos Vela	Carlos Vela
361	361
363	363
364	364
368	368
369	369
370	370
371	371
Cithakan:Commonscat	Predefinição:Commonscat
376	376
377	377
378	378
1780-an	Década de 1780
383	383
384	384
388	388
389	389
390	390
391	391
392	392
1730-an	Década de 1730
393	393
394	394
395	395
396	396
397	397
Meningitis	Meningite
398	398
399	399
Taman Nasional Alejandro de Humboldt	Parque Nacional Alejandro de Humboldt
1540-an	Década de 1540
Ula anang	Cobra-real
Basra	Baçorá
Sel Punca	Célula-tronco
Layang Paulus Roma	Epístola aos Romanos
Mazhab Maliki	Maliquismo
Araceae	Araceae
Mein Kampf	Mein Kampf
Ernst Haeckel	Ernst Haeckel
Elektroforesis Gel	Eletroforese em gel
Xbox 360	Xbox 360
Skodje	Skodje
Perhimpunan Internasional bab Pangreksan Alam	União Internacional para a Conservação da Natureza e dos Recursos Naturais
Flatanger	Flatanger
Yulia Tymoshenko	Iúlia Timochenko
Masfjorden	Masfjorden
Tysnes	Tysnes
Urea	Ureia
Meløy	Meløy
Moral	Moral
Prefektur Iwate	Iwate
Roberto Mancini	Roberto Mancini
Hiragana	Hiragana
Dhaptar provinsi ing Turki	Províncias da Turquia
Lurøy	Lurøy
Kekaisaran	Império
Selat Melaka	Estreito de Malaca
Buddha Mahayana	Maaiana
Aremark	Aremark
Amritsar	Amritsar
Sør-Aurdal	Sør-Aurdal
Piala Donya FIFA 1930	Copa do Mundo FIFA de 1930
Stranda	Stranda
Sykkylven	Sykkylven
Sveio	Sveio
Sunndal	Sunndal
Stor-Elvdal	Stor-Elvdal
1750-an	Década de 1750
Trysil	Trysil
Stange	Stange
Surnadal	Surnadal
Stordal	Stordal
1580-an	Década de 1580
Suldal	Suldal
Watu Rosetta	Pedra de Roseta
Strand, Norwegia	Strand (Noruega)
1590-an	Década de 1590
Sømna	Sømna
Sør-Odal	Sør-Odal
Træna	Træna
Værøy	Værøy
Ringebu	Ringebu
Spydeberg	Spydeberg
Trøgstad	Trøgstad
Kerajaan Yehuda	Reino de Judá
Fauske	Fauske
Vestre Toten	Vestre Toten
Alvdal	Alvdal
Meråker	Meråker
Finnøy	Finnøy
Lebesby	Lebesby
Åsnes	Åsnes
Etne	Etne
Sandøy	Sandøy
Tjeldsund	Tjeldsund
Pesawat ulang-alik	Ônibus espacial
Båtsfjord	Båtsfjord
Sør-Varanger	Sør-Varanger
Vikna	Vikna
Sortland	Sortland
Loppa	Loppa
Sokndal	Sokndal
Leirfjord	Leirfjord
Saltdal	Saltdal
Krødsherad	Krødsherad
Didier Drogba	Didier Drogba
Evenes	Evenes
Engerdal	Engerdal
Eidskog	Eidskog
Nore og Uvdal	Nore og Uvdal
Vaksdal	Vaksdal
Hermann Staudinger	Hermann Staudinger
Glenn T. Seaborg	Glenn Theodore Seaborg
Patrick Swayze	Patrick Swayze
Bolah	Fio têxtil
Wilangan prima	Número primo
Chandrayaan-1	Chandrayaan-1
Hedy Lamarr	Hedy Lamarr
Perang Enem Dinten	Guerra dos Seis Dias
Crita cekak	Conto
Afrika-Amérika	Afro-americano
Universitas Columbia	Universidade Columbia
Charles McArthur Ghankay Taylor	Charles Taylor
Perang Arab-Israèl 1948	Guerra árabe-israelense de 1948
Perang Yom Kippur	Guerra do Yom Kipur
Krisis Suèz	Guerra do Suez
Perang Lebanon 2006	Guerra do Líbano de 2006
Cambridge, Massachusetts	Cambridge (Massachusetts)
279	279
440	440
572	572
Cawet	Calcinha
Basa Austronésia	Línguas austronésias
Paus Leo X	Papa Leão X
Anaheim, California	Anaheim
Sally K. Ride	Sally Ride
Gajah Mada	Gajah Mada
Médecins Sans Frontières	Médicos sem Fronteiras
Basa Kawi	Língua kawi
Segara Jawa	Mar de Java
Ritus Wétan	Igreja Católica Oriental
Pariwisata	Turismo
Uskup Agung	Arcebispo
Jean de la Fontaine	Jean de La Fontaine
Hoobastank	Hoobastank
Glali	Algodão-doce
Louis XVII saka Perancis	Luís XVII de França
Nikah	Boda
Layang	Correio
Wasabi	Wasabi
Sampel	Amostra (estatística)
Populasi (statistika)	População (estatística)
2052	2052
The Times	The Times
ICD	Classificação internacional de doenças
Lintang gandha	Estrela binária
Capistrello	Capistrello
Carsoli	Carsoli
Castel di Sangro	Castel di Sangro
Celano	Celano
Luco dei Marsi	Luco dei Marsi
Pratola Peligna	Pratola Peligna
Sulmona	Sulmona
Tagliacozzo	Tagliacozzo
Trasacco	Trasacco
Yi Sun-sin	Yi Sun-sin
Boseong	Boseong
YG Entertainment	YG Entertainment
Carlos Tévez	Carlos Tévez
Manchester City F.C.	Manchester City Football Club
Park Ji-Sung	Park Ji-Sung
Gembor	Regador
John Diarani Mahami	John Dramani Mahama
Métro de Paris	Metropolitano de Paris
Basa Mesir	Língua egípcia
Mosina	Mosina
Luboń	Luboń
Puszczykowo	Puszczykowo
Swarzędz	Swarzędz
Pobiedziska	Pobiedziska
Murowana Goślina	Murowana Goślina
John Agyekum Kufuor	John Kufuor
Franz Josef I saka Austria	Francisco José I da Áustria
AKB48	AKB48
Stefanie Sun	Stefanie Sun
Altino	Altino
Archi	Archi
Ari	Ari (Itália)
Arielli	Arielli
Atessa	Atessa
Bomba (CH)	Bomba (Itália)
Borrello	Borrello
Bucchianico	Bucchianico
Canosa Sannita	Canosa Sannita
Carpineto Sinello	Carpineto Sinello
Carunchio	Carunchio
Casacanditella	Casacanditella
Casalanguida	Casalanguida
Casalbordino	Casalbordino
Casalincontrada	Casalincontrada
Casoli	Casoli
Castel Frentano	Castel Frentano
Castelguidone	Castelguidone
Castiglione Messer Marino	Castiglione Messer Marino
Celenza sul Trigno	Celenza sul Trigno
Civitaluparella	Civitaluparella
Civitella Messer Raimondo	Civitella Messer Raimondo
Colledimacine	Colledimacine
Colledimezzo	Colledimezzo
Crecchio	Crecchio
Cupello	Cupello
Dogliola	Dogliola
Fara Filiorum Petri	Fara Filiorum Petri
Fara San Martino	Fara San Martino
Filetto (CH)	Filetto
Fossacesia	Fossacesia
Fraine	Fraine
Francavilla al Mare	Francavilla al Mare
Fresagrandinaria	Fresagrandinaria
Frisa	Frisa
Furci	Furci
Gamberale	Gamberale
Gessopalena	Gessopalena
Gissi	Gissi
Giuliano Teatino	Giuliano Teatino
Guardiagrele	Guardiagrele
Guilmi	Guilmi
Lama dei Peligni	Lama dei Peligni
Lentella	Lentella
Lettopalena	Lettopalena
Liscia	Liscia
Miglianico	Miglianico
Montazzoli	Montazzoli
Montenerodomo	Montenerodomo
Monteodorisio	Monteodorisio
Mozzagrogna	Mozzagrogna
Orsogna	Orsogna
Ortona	Ortona
Paglieta	Paglieta
Palmoli	Palmoli
Palombaro	Palombaro
Pennadomo	Pennadomo
Pennapiedimonte	Pennapiedimonte
Perano	Perano
Pizzoferrato	Pizzoferrato
Poggiofiorito	Poggiofiorito
Pollutri	Pollutri
Pretoro	Pretoro
Quadri	Quadri
Rapino	Rapino
Roccamontepiano	Roccamontepiano
Rocca San Giovanni	Rocca San Giovanni
Roccascalegna	Roccascalegna
Roccaspinalveti	Roccaspinalveti
Rosello	Rosello
Ripa Teatina	Ripa Teatina
San Buono	San Buono
San Giovanni Lipioni	San Giovanni Lipioni
San Giovanni Teatino	San Giovanni Teatino
San Martino sulla Marrucina	San Martino sulla Marrucina
San Salvo	San Salvo
San Vito Chietino	San Vito Chietino
Harmonika	Harmónica (instrumento musical)
Santa Maria Imbaro	Santa Maria Imbaro
Sant'Eusanio del Sangro	Sant'Eusanio del Sangro
Scerni	Scerni
Schiavi di Abruzzo	Schiavi di Abruzzo
Taranta Peligna	Taranta Peligna
Tollo	Tollo
Torino di Sangro	Torino di Sangro
Tornareccio	Tornareccio
Torrebruna	Torrebruna
Torrevecchia Teatina	Torrevecchia Teatina
Torricella Peligna	Torricella Peligna
Treglio	Treglio
Tufillo	Tufillo
Vacri	Vacri
Vasto	Vasto
Villalfonsina	Villalfonsina
Villamagna	Villamagna
Villa Santa Maria	Villa Santa Maria
John Winston Howard	John Howard
Abbateggio	Abbateggio
Montesilvano	Montesilvano
Spoltore	Spoltore
Kórnik	Kórnik
Alba Adriatica	Alba Adriatica
Szamotuły	Szamotuły (cidade)
Gniezno	Gniezno
Chodzież	Chodzież
Czarnków	Czarnków
Czempiń	Czempiń
Roman Polanski	Roman Polanski
Filipi	Epístola aos Filipenses
Anatolia	Anatólia
Taun liturgi	Ano litúrgico
Béatifikasi	Beatificação
Kanonisasi	Canonização
Wungu Dalem Yésus	Ressurreição de Jesus
Mésias	Messias
Kelairan Yésus	Nascimento de Jesus
Bujana Ndalu	Última Ceia
Mékrad Dalem Yésus Kristus	Festa da Ascensão
Kotbah ing Bukit	Sermão da Montanha
Perang Salib Kapisan	Primeira Cruzada
Perang Salib Rakyat	Cruzada Popular
Perang Salib 1101	Cruzada de 1101
Perang Salib Kaloro	Segunda Cruzada
Perang Salib Katelu	Terceira Cruzada
Perang Salib Kapapat	Quarta Cruzada
Perang Salib Albigensian	Cruzada Albigense
Perang Salib Lor	Cruzadas do Norte
Isa	Isa (profeta)
Kidung Agung	Cântico dos Cânticos
Mark Antony	Marco António
SV Werder Bremen	Sportverein Werder Bremen
Panyakit ebola	Doença por vírus Ébola
Negara Nordik	Países nórdicos
Habitat	Habitat
Géomorfologi	Geomorfologia
Accettura	Accettura
Bernalda	Bernalda
Kategori:Alkana	Categoria:Alcanos
Kategori:Hidrokarbon	Categoria:Hidrocarbonetos
Kategori:Alkuna	Categoria:Alcinos
Montescaglioso	Montescaglioso
Pisticci	Pisticci
Policoro	Policoro
Rèsimèn	Regimento
Shrek (karakter)	Shrek (personagem)
Cithakan:Chembox	Predefinição:Info/Química
Cithakan:Elementbox	Predefinição:Info/Elemento
Kategori:Cithakan kimia	Categoria:!Predefinições sobre química
Cithakan:Taxobox norank entry	Predefinição:Info/Taxonomia
Abriola	Abriola
Acerenza	Acerenza
Rosario, Santa Fe	Rosário (Argentina)
Jesse Owens	Jesse Owens
Viggiano	Viggiano
Jaman Jomon	Período Jomon
Gołańcz	Gołańcz
Grodzisk Wielkopolski	Grodzisk Wielkopolski
Jarocin	Jarocin
Kalisz	Kalisz
Kostrzyn	Kostrzyn
Koło	Koło
Kościan	Kościan
Leszno	Leszno
Obrzycko	Obrzycko
Ostrów Wielkopolski	Ostrów Wielkopolski
Pniewy	Pniewy
Rawicz	Rawicz
Wronki	Wronki
Września	Września
Środa Wielkopolska	Środa Wielkopolska
Interaksi	Interação
Tintin lan Milo	Tintim
Nyepédhah	Ciclismo
Toyota	Toyota Motor
Boleslaw I saking Polandia	Boleslau I da Polónia
Henry III saking Perancis	Henrique III de França
Donor getih	Doação de sangue
Lamiaceae	Lamiaceae
Liliales	Liliales
Liliaceae	Liliaceae
Albino, Italia	Albino (Itália)
Kodhok	Anura
Laika	Laika
Olof Palme	Olof Palme
Albi (CZ)	Albi (Itália)
Kodhok beracun	Dendrobatidae
Acquaformosa	Acquaformosa
Konfigurasi èlèktron	Configuração eletrónica
Breaking Dawn	Amanhecer (livro)
Paredèn	Morro
Ås	Ås (Noruega)
Kategori:Kerajaan	Categoria:Monarquia
Kategori:Wangun pamaréntahan	Categoria:Formas de governo
Ikea	IKEA
Sami Khedira	Sami Khedira
Batur	Empregado doméstico
ILO	Organização Internacional do Trabalho
Kategori:Provinsi ing Polandia	Categoria:Voivodias da Polônia
Provinsi Lublin	Voivodia de Lublin
Provinsi Lubusz	Voivodia da Lubúsquia
Provinsi Lodz	Voivodia de Łódź
Provinsi Malopolskie	Voivodia da Pequena Polónia
John Pierpont Morgan	John Pierpont Morgan
Provinsi Mazowia	Voivodia da Mazóvia
Provinsi Opole	Voivodia de Opole
Provinsi Podlachia	Voivodia da Podláquia
Provinsi Pomerania	Voivodia da Pomerânia
Provinsi Silesia	Voivodia da Silésia
Provinsi Święty Krzyż	Voivodia de Santa Cruz
Provinsi Warmia-Mazuria	Voivodia da Vármia-Masúria
Provinsi Wielkopolskie	Voivodia da Grande Polônia
Pirates of the Caribbean: At World's End	Pirates of the Caribbean: At World's End
Sniffer Paket	Sniffing
Challenger	Challenger (ônibus espacial)
Discovery (pesawat luar angkasa)	Discovery (ônibus espacial)
Belvedere di Spinello	Belvedere di Spinello
Port Jackson	Baía de Sydney
Africo	Africo
Andy Roddick	Andy Roddick
Gioia Tauro	Gioia Tauro
Palmi	Palmi
Siderno	Siderno
Taurianova	Taurianova
Villa San Giovanni	Villa San Giovanni
Acquaro	Acquaro
Pizzo (VV)	Pizzo
Zungri	Zungri
Paus Kornelius	Papa Cornélio
Savannah Outen	Savannah Outen
Aiello del Sabato	Aiello del Sabato
Altavilla Irpina	Altavilla Irpina
Andretta	Andretta
Aquilonia	Aquilonia
Nusco	Nusco
Zungoli	Zungoli
Zhang Yimou	Zhang Yimou
Vittorio De Seta	Vittorio De Seta
Stasiun sepur	Estação ferroviária
Kali Tumen	Rio Tumen
Kali Han	Rio Han (Coreia)
Cithakan:Sajarah Korea	Predefinição:História da Coreia
Cithakan:Sajarah Jepang	Predefinição:História do Japão
Bijuu (Naruto)	Bijuu
Novi Sad	Novi Sad
Wikipedia:Kliping	Wikipédia:A Wikipédia na imprensa
Airola	Airola
Oprah Winfrey	Oprah Winfrey
Amorosi	Amorosi
Apice	Apice
Apollosa	Apollosa
Arpaia	Arpaia
Bonea	Bonea
Bucciano	Bucciano
Buonalbergo	Buonalbergo
Campolattaro	Campolattaro
Campoli del Monte Taburno	Campoli del Monte Taburno
Casalduni	Casalduni
Castelfranco in Miscano	Castelfranco in Miscano
Castelpagano	Castelpagano
Castelpoto	Castelpoto
Castelvetere in Val Fortore	Castelvetere in Val Fortore
Limatola	Limatola
Vitulano	Vitulano
Tandha pangkat militèr	Hierarquia militar
Berlin Kulon	Berlim Ocidental
Berlin Wétan	Berlim Leste
Asker	Asker
Aurskog-Høland	Aurskog-Høland
Otto Hahn	Otto Hahn
James Franck	James Franck
Fritz Haber	Fritz Haber
Bærum	Bærum
Karl Ferdinand Braun	Karl Ferdinand Braun
Jürgen Klinsmann	Jürgen Klinsmann
Eidsvoll	Eidsvoll
Enebakk	Enebakk
Fet	Fet
Frogn	Frogn
Gjerdrum	Gjerdrum
Paus Adrianus VI	Papa Adriano VI
Paul Ehrlich	Paul Ehrlich
Maria Goeppert-Mayer	Maria Goeppert-Mayer
Jens Lehmann	Jens Lehmann
Cacau	Cacau (futebolista)
Thomas Hitzlsperger	Thomas Hitzlsperger
Piring	Prato
Abdullah saking Arab Saudi	Abdullah da Arábia Saudita
Bamir Topi	Bamir Topi
Abdelaziz Bouteflika	Abdelaziz Bouteflika
Hassanal Bolkiah	Hassanal Bolkiah
Danilo Türk	Danilo Türk
Mahinda Rajapaksa	Mahinda Rajapaksa
Mauricio Funes	Mauricio Funes
Pierre Nkurunziza	Pierre Nkurunziza
Isaias Afewerki	Isaias Afewerki
Idriss Déby	Idriss Déby
Hamad bin Isa al-Khalifah	Hamad bin Isa al-Khalifa
Ilham Aliyev	Ilham Aliyev
Jigme Khesar Namgyel Wangchuck	Jigme Khesar Namgyal Wangchuck
Goodluck Jonathan	Goodluck Jonathan
Daniel Ortega	Daniel Ortega
Susilo Bambang Yudhoyono	Susilo Bambang Yudhoyono
Shimon Peres	Shimon Peres
Václav Klaus	Václav Klaus
Ningxia	Ningxia
François Bozizé	François Bozizé
Abdullah II saka Yordania	Abdullah II da Jordânia
Zillur Rahman	Zillur Rahman
Mohammed Waheed Hassan	Mohammed Waheed Hassan
Hans Spemann	Hans Spemann
Baldwin Spencer	Baldwin Spencer
Ahmed Ouyahia	Ahmed Ouyahia
Yoshihiko Noda	Yoshihiko Noda
Yingluck Shinawatra	Yingluck Shinawatra
Najib Razak	Najib Razak
Essam Sharaf	Essam Sharaf
Morgan Tsvangirai	Morgan Tsvangirai
Hurdal	Hurdal
Lørenskog	Lørenskog
Nannestad	Nannestad
Nesodden	Nesodden
Nittedal	Nittedal
Oppegård	Oppegård
Rælingen	Rælingen
Skedsmo	Skedsmo
Ski, Norway	Ski
Sørum	Sørum
Ullensaker	Ullensaker
Vestby	Vestby
Arendal	Arendal
Tokyo Sky Tree	Tokyo Skytree
Ernst Boris Chain	Ernst Chain
Michèle Alliot-Marie	Michèle Alliot-Marie
Nicolás Maduro	Nicolás Maduro
Sergey Lavrov	Sergey Lavrov
Avigdor Lieberman	Avigdor Lieberman
Windows 1.0	Windows 1.x
Ailano	Ailano
Robinho	Robinho
Louis XII saking Perancis	Luís XII de França
Paus Leo IX	Papa Leão IX
Paus Viktor II	Papa Vítor II
Paus Stephanus IX	Papa Estêvão IX
Paus Gregorius V	Papa Gregório V
Paus Clemens II	Papa Clemente II
Edmund Husserl	Edmund Husserl
Yao Ming	Yao Ming
Aeroflot	Aeroflot
Saraswati	Sarasvati
Billy Mays	Billy Mays
Vitulazio	Vitulazio
Angkatan Pertahanan Israel	Forças de Defesa de Israel
Piraeus	Pireu
Max Born	Max Born
