Africa	África
Rutsuwa rwemagetsi	Isolante elétrico
Rukwarapakati	Força inercial centrífuga
Ruzha	Ruído
Zhumwi	Prisma
Dhuku	Bandana
Nhanzva	Trenó
Mutemo waPareto	Princípio de Pareto
Maungira	Eco
Kano	Kano
Njiri	Phacochoerus africanus
Magonga (taranyika)	Polo geográfico
Ibadan	Ibadan
Shato	Pythonidae
Rhekeni	Catapulta
Gwati (muti)	Súber
Tlemcen	Tlemcen
Nyamukuta	Obstetriz
Gwee	Galagonidae
Chirambo (misandu)	Transição de fase
Pietermaritzburg	Pietermaritzburg
Donhwe	Gota (líquido)
Bota	Mingau
Constantine, Algeria	Constantina (Argélia)
Chifufuro	Suborno
Lumumbashi	Lubumbashi
Chikuwo	Moda (estatística)
Choto	Lareira
Rovambira	Mamba-preta
Munda	Campo (agricultura)
Manyene	Chacal-de-dorso-negro
Chikwereti	Empréstimo
Abomey	Abomei
Guramakonyo	Diagonais de um polígono
Harar	Harar
Nhambwe yasudurukwa	Deslocamento
Bhutsu	Bota
Kumhura	Difamação
Mbonga	Freira
Mhute	Neblina
Madamvura	Hidrofilia
Basa (remari)	Day job
Cherechedza	Observação
Gambamutengo	Subsídio
Bulawayo	Bulawayo
Mweya (wemunhu)	Espírito
Dire Dawa	Dire Dawa
Mbabvu	Costela
Chapupu	Testemunho (direito)
Kuvaviwa	Prurido
Chikupo	Funda
Nhamba ndemera	Número negativo
Rifa	Herança (direito)
Hupfumi	Riqueza
Rokwe	Vestido
Rufu	Funeral
Ziguinchor	Ziguinchor
Avhareji	Média
Bandiko	Setor circular
Chitofu (Kubika)	Fogão
Goma	Goma (República Democrática do Congo)
Pito	Apito
Mutwi	Perpendicularidade
Kananga	Kananga
Dendera pa Mineti	Rotações por minuto
Tafura yekuunga huwandu	Tabuada de multiplicar
Vanga	Cicatriz
Rudzindi rwemweya	Arrasto
Ruremekedzo	Honra
Masvingo eZimbabwe	Grande Zimbabwe
Njiva	Columba (género)
East London	East London
Mbandaka	Mbandaka
Matadi	Matadi
Hudyu	Virilha
Dzinza	Clã
Kupambadzirwa	Ductilidade
Furo	Espuma
Mhofu	Elande
Bilda	Blida
Port Harcourt	Port Harcourt
Hungwe	Haliaeetus vocifer
Mahajanga	Mahajanga
Gondar	Gondar (Etiópia)
Antsiranana	Antsiranana
Palestine	Estado da Palestina
Walvis Bay	Walvis Bay
Chapfunga	Esquistossomose
Bukavu	Bukavu
Hukama	Diplomacia interpessoal
Muny'atira	Absorção
Gwanza (chivakwa)	Gap
Musunamiswa	Inversão
Manhikatika	Variação
Mombasa	Mombaça (Quênia)
Dungidzira	Alternativa
Chipakati	Mediana (estatística)
Kushumira	Cópula (biologia)
Zvinoshandiswa kuchengetedza	Controle de acesso
Vavariro	Target
Saga	Saga
Runda	Tendão
Hupombwe	Adultério
Boka (masvomhu)	Set
Varungu	Brancos
Makumi mapfumbamwe	Noventa
Ngwarati	Palanca-negra
Mhakure	Naja haje
Kumimina	Filtração
Mupfunga	Vapor
Rukweza	Milhete
Mutupo	Totem
Mhomho	Falta (futebol)
Kindu	Kindu
Saint-Louis, Senegal	Saint-Louis (Senegal)
Mhembwe	Cephalophinae
Kirsty Coventry	Kirsty Coventry
Chiremera	Dignidade
Mawere	Declive
Massawa	Maçuá
Makumi mashanu nena	Cinquenta e quatro
Rwizi Save	Rio Save
Husvinu	Qualidade (desambiguação)
Masanga (Panosangana)	Junction
Nungu	Hystricidae
Musami	Miragem
Hozhwa	Caracol
Kuronga	Planejamento
Buea	Buéa
Ian Smith	Ian Smith
Rwendo	Journey (desambiguação)
Abel Tendekai Muzorewa	Abel Muzorewa
Mbuji-Mayi	Mbuji-Mayi
Benin City	Benin City
Kugunzva	Sistema somatossensorial
Mek'ele	Mek'ele
Makumi masere nesere	Oitenta e oito
Donzvo	Objetivo (desambiguação)
Mukova	Threshold
Hufombwe	Côncavo
Mhene (mhuka)	Raphicerus campestris
Kuchepa	Padronização
Chiva	Biúta
Bonga-musakwani	Vibora-do-gabão
Kunyenga	Cortejo sexual
Chibeto	Crivo
Nyanzvi	Experto
Mukombe	Troféu
Kadoma	Kadoma (Zimbabwe)
Dziva	Pool
Agordat	Agordat
Kugura	Sever
Chitungwiza	Chitungwiza
Gweru	Gweru
Mutare	Mutare
America	América (desambiguação)
Kusunda	Push
Kunze	Outside
Ishe (mutongi)	Chief
Kududza	Especificação de programa
Humba	Potamochoerus larvatus
Makumi mapfumbamwe nepfumbamwe	Noventa e nove
Mashonaland West	Mashonaland Oeste
Bhuku raMormoni	Livro de Mórmon
Kutapira	Doce (gosto)
Bahir Dar	Bahir Dar
Manicaland	Manicaland
Mahusekwa	Mashonaland Este
Salé	Salé
Joshua Nkomo	Joshua Nkomo
Nyota	Sede
Chenza (kutodza)	Imagem
Chiso (Chiumbwa)	Superfície
Hutong'o	Tenacidade
Chipika	Gola
Edinburgh of the Seven Seas	Edimburgo dos Sete Mares
Nyemba	Vigna unguiculata
Maguta emuZimbabwe	Lista de cidades no Zimbabwe
Chinyamudzura	Polemaetus bellicosus
Ngerulmud	Ngerulmud
Tôlanaro	Tolanaro
Fianarantsoa	Fianarantsoa
Bamenda	Bamenda
Keren, Eritrea	Keren
Kusuma	Inform
Mongo	Medula óssea
Ishwa	Isoptera
Yeuka	Remember
Waya	Arame
Yunivhesiti yeZimbabwe	Universidade de Zimbabwe
Antsirabe	Antsirabe
Okahandja	Okahandja
Thiès	Thiès
Mudzi wenhamba	Radiciação
Chengu	Búbalu
Ngururu	Antílope-salta-rochas
Dhumukwa	Cob-untuoso
Bunia	Bunia
Mushandi	Relação de emprego
Homwe	Conta bancária
Harwe	Cavidade abdominal
Kunatsa	Refino
Makumi mashanu neshanu	Cinquenta e cinco
Parakou	Parakou
Georgetown (Ascension Island)	Georgetown (Ilha de Ascensão)
Nyamuragira	Monte Nyamuragira
Makumi masere	Oitenta
Makumi maviri nembiri	Vinte e dois
Makumi manomwe	Setenta
Makumi mashanu	Cinquenta
Makumi matatu nenhatu	Trinta e três
Makumi mana nena	Quarenta e quatro
Makumi matanhatu nenhanhatu	Sessenta e seis
Makumi manomwe nenomwe	Setenta e sete
Mazana maviri	Duzentos
Zana negumi	Cento e dez
Madirano eNzizi	Confluência
Ambhuya	Sogra
Mutowo	Método
Ngaoundéré	Ngaoundéré
Nhova	Fontanela
Jijiga	Djidjiga
Rondo (hurongwa)	Ordem de sucessão
Chinhoyi	Chinhoyi
Bangassou	Bangassou
Beitbridge	Beitbridge
SADC	Comunidade para o Desenvolvimento da África Austral
Toliara	Toliara
Chishanu (mhoresa)	Aperto de mão
Kumbumba	Let There Be Rock (álbum)
Hupfu	Farinha de milho
Banda	Maca
Calabar	Calabar (cidade)
Zvinyanye	Pontos extremos de uma função
Rukodzi	Gavião
Musarirwa	Resto da divisão inteira
Bhachi	Jaqueta
Ouidah	Ouidah
Serowe	Serowe
Kudzinda	Relutância magnética
Morondava	Morondava
Birchenough Bridge	Ponte Birchenough
Hukoshi	Valor (economia)
Gongo	Clítoris
Boka	Grupo (sociologia)
Mujawo	Corrida
Chivhuni	Fragilidade
Mwando	Breeze
Uvira	Uvira
Chinokoro	Scoop
Kurega basa	Aposentadoria
Oliver Mtukudzi	Oliver Mtukudzi
Tiburon	Tiburon (Califórnia)
Grootfontein	Grootfontein
Chubhu dzinotakura ropa	Vaso sanguíneo
Rusape	Rusape
Otjiwarongo	Otjiwarongo
Germiston	Germiston
Klerksdorp	Klerksdorp
Rufisque	Rufisque
Marondera	Marondera
Mthatha	Mthatha
Dumbu	Estômago
Mambara	Ganga
Chegutu	Chegutu
Mukova (pokupinda)	Porta de entrada
Vanhu vemuAfrica	Povo africano
Bindu	Jardim
Coloureds	Coloured
Muteremuko	Talude
Muururo	Trado
MDC	Movimento para a Mudança Democrática
Nhururwa	Produção
Zimbabwean presidential election, 2008	Eleição presidencial no Zimbábue em 2008
Mhiri	Across
Njee	Common (desambiguação)
Mukana (Wokuita)	Opportunity
Bape	Folha (desambiguação)
Ketamukadzi	Ginecologia
Govaniso	Divisão
Nhamba svinu	Número racional
Dowokadzi	Óvulo
Humbowo	Evidência
Bvinina	Percolação
Hwabvu	Lábios (genitais)
Makonyo Mhirikano	Ângulo suplementar
Muchovha Masvomhu	Vetor
Miko	Promessa
Madzudzo	Preocupação
Mhemberero	Feriado
Category:Vietnam	Categoria:Vietname
Category:Madzinde	Categoria:Plantas
Category:Fundoyetsimba	Categoria:Física
Category:Chezvipenyu	Categoria:Biologia
Category:Chemishonga	Categoria:Química
Category:Taranyika	Categoria:Geografia
Category:Chinamato	Categoria:Religião
Nyanga, Manicaland	Nyhanga
Mhitsa dzehondo	Superpotência
Chinyakamwe	Simultaneidade
Ndabaningi Sithole	Ndabaningi Sithole
Herbert Chitepo	Herbert Chitepo
Chidzikwe	Standard
Katahwi	Hímen
El Oued	El Oued
Tsika yezvinzvimbo zvenhamba	Notação posicional
Bundutso	Processo industrial
Kukavanisa	Variegação
Zanu-PF	União Nacional Africana do Zimbábue - Frente Patriótica
Chanza	Palma da mão
Gondo	Águia
Rwizi Pungwe	Rio Púnguè
Rudzivo	Direção
Jongwe	Galo
Nyamafingu	Cobra
Kuketa	Ordenação (computação)
Twasuka	Straight
Chamhembe kwakadziva kuMadokero	Sudoeste
Mungongoma	Schinziophyton
Category:Tsika	Categoria:Cultura
Category:Ziwumbe	Categoria:Continentes
Bumbiro	Collection
Nyungudika	Dissolução
Tsapfu	Panturrilha
Hukukutu	Dureza
Ganda	Raças humanas
Gonyo rasudurukwa	Posição angular
Dumba	Pirâmide
Rheshiyo	Razão (matemática)
Yambiro	Warning
Dzihwa	Muco
Category:Wikipedia bots	Categoria:!Robôs
Hutapiri	Concentração (química)
Spidhi	Rapidez
Dhadha	Pato
Akiso	Eixo de simetria
Template:Tl	Predefinição:Ligação para predefinição
Category:Muviri	Categoria:Anatomia
Category:Hurapi	Categoria:Medicina
Category:Dzidzo	Categoria:Educação
Egypt	Egito
Template:Bot	Predefinição:Robô
Canada	Canadá
Nzenda	Dimensão (matemática)
Denga (raMwari)	Céu (religião)
Category:Europe	Categoria:Europa
Template:Documentation	Predefinição:Documentação
Nhengo dzesikarudzi	Órgão sexual
Category:User languages	Categoria:!Wikipedistas por idioma
Sung Jae-ki	Sung Jae-ki
Template:Softredirect	Predefinição:Pseudorredirecionamento
Template:Delete	Predefinição:ER
Kugocha	Assado
Category:Wikipedia	Categoria:Wikipédia
Wikipedia:General disclaimer	Wikipédia:Aviso geral
Wikipedia:Statistics	Wikipédia:Estatísticas
Template:Navbox	Predefinição:Navbox
Cashel, Zimbabwe	Cashel, Zimbabwe
Template:!-	Predefinição:!-
Template:Nowrap	Predefinição:Nowrap
Template:Bots	Predefinição:Bots
Category:Africa	Categoria:África
Category:Zviperengo Zvehuwandu	Categoria:Números
Category:Bhaibheri	Categoria:Bíblia
Template:Babel	Predefinição:Babel
Maodzanyemba kwakadziva kuMadokero	Noroeste
Template:User af-1	Predefinição:User af-1
Template:User ar-1	Predefinição:User ar-1
Template:User ast-1	Predefinição:User ast-1
Template:User az	Predefinição:User az
Template:User bar-1	Predefinição:User bar-1
Template:User eo-1	Predefinição:User eo-1
Template:User da-2	Predefinição:User da-2
Template:User da	Predefinição:User da
Template:User ca-1	Predefinição:User ca-1
Template:User be-2	Predefinição:User be-2
Template:User da-1	Predefinição:User da-1
Template:User cs-1	Predefinição:User cs-1
Template:User bg-1	Predefinição:User bg-1
Template:User eo-3	Predefinição:User eo-3
Template:User de	Predefinição:User de
Template:User de-1	Predefinição:User de-1
Template:User el	Predefinição:User el
Template:User es	Predefinição:User es
Template:User de-3	Predefinição:User de-3
Template:User en-3	Predefinição:User en-3
Template:User el-1	Predefinição:User el-1
Template:User en-1	Predefinição:User en-1
Template:User en-2	Predefinição:User en-2
Template:User eo-2	Predefinição:User eo-2
Template:User en-4	Predefinição:User en-4
Template:User en-0	Predefinição:User en-0
Template:User en	Predefinição:User en
Template:User de-2	Predefinição:User de-2
Template:User es-1	Predefinição:User es-1
Template:User sk	Predefinição:User sk
Template:User tr	Predefinição:User tr
Template:Location map/Info	Predefinição:Mapa de localização/info
Category:User uk	Categoria:Usuários uk
Category:User uk-N	Categoria:Usuário uk
Template:Mod	Predefinição:Mod
Template:User uk	Predefinição:User uk
Template:User es-2	Predefinição:User es-2
Template:Category handler	Predefinição:Cat handler
Template:Africa	Predefinição:Países da África
Template:Rnd	Predefinição:Rnd
Template:Max	Predefinição:Max
Template:Navbox with columns	Predefinição:Navbox with columns
Template:Hatnote	Predefinição:Dablink
Template:Location map	Predefinição:Mapa de localização
Category:User en-4	Categoria:Utilizador en-4
Category:User en	Categoria:Usuários en
Category:User en-2	Categoria:Usuário en-2
Template:Infobox	Predefinição:Info
Template:Protected title	Predefinição:Protected title
Template:Ombox	Predefinição:Ombox
Template:GeoTemplate	Predefinição:GeoTemplate
Category:Kurima	Categoria:Agricultura
Template:Infobox settlement	Predefinição:Info/Assentamento
Template:Geobox coor	Predefinição:Geobox coor
Template:Precision	Predefinição:Precision
Template:User lt	Predefinição:User lt
Template:Kujekesa	Predefinição:Desambiguação
Template:Order of magnitude	Predefinição:Ordem de magnitude
Template:Convert	Predefinição:Convert
Category:Gonyazhinji	Categoria:Polígonos
Template:Europe	Predefinição:Países da Europa
Category:User az	Categoria:Usuários az
Category:User be	Categoria:Usuários be
Category:User sk	Categoria:Usuários sk
Category:User eo	Categoria:Usuários eo
Category:User lt	Categoria:Usuários lt
Category:User cs-1	Categoria:Usuário cs-1
Category:User da-1	Categoria:Usuário da-1
Category:User ar-1	Categoria:Usuário ar-1
Category:User be-2	Categoria:Usuário be-2
Category:User da-2	Categoria:Usuário da-2
Category:User lt-N	Categoria:Usuário lt
Category:User af	Categoria:Usuários af
Category:User af-1	Categoria:Usuário af-1
Category:User als	Categoria:Usuários als
Category:User als-1	Categoria:Usuário als-1
Category:User ar	Categoria:Usuários ar
Category:User ast	Categoria:Usuários ast
Category:User ast-1	Categoria:Usuário ast-1
Category:User az-N	Categoria:Usuário az
Category:User bar	Categoria:Usuários bar
Category:User bar-1	Categoria:Usuário bar-1
Category:User bg	Categoria:Usuários bg
Category:User bg-1	Categoria:Usuário bg-1
Category:User ca	Categoria:Usuários ca
Category:User ca-1	Categoria:Usuário ca-1
Category:User cs	Categoria:Usuários cs
Category:User da	Categoria:Usuários da
Category:User sk-N	Categoria:Usuário sk
Category:User de	Categoria:Usuários de
Category:User de-2	Categoria:Usuário de-2
Category:User de-3	Categoria:Usuário de-3
Category:User el	Categoria:Usuários el
Category:User el-1	Categoria:Usuário el-1
Category:User el-N	Categoria:Usuário el
Category:User en-3	Categoria:Usuário en-3
Category:User en-N	Categoria:Usuário en
Category:User eo-1	Categoria:Usuário eo-1
Category:User eo-2	Categoria:Usuário eo-2
Category:User eo-3	Categoria:Usuário eo-3
Category:User es	Categoria:Usuários es
Category:User es-1	Categoria:Usuário es-1
Category:User es-2	Categoria:Usuário es-2
Category:User es-4	Categoria:Usuário es-4
Category:User es-N	Categoria:Usuário es
Category:Pimanzvimbo	Categoria:Geometria
Template:Weather box	Predefinição:Tabela/Clima
Chamhembe kwakadziva kumabvazuva	Sudeste
Template:Sup	Predefinição:Exp
Simudzo	Impulsão
Ruchiva	Luxúria
Category:Hushangazhi	Categoria:Indústria
Template:Infobox settlement/lengthdisp	Predefinição:Lengthdisp
Category:User tr	Categoria:Usuários tr
Category:User tr-N	Categoria:Usuário tr
Chimiro	Estrutura
Template:•	Predefinição:•
Template:Yesno	Predefinição:Yesno
Template:Side box	Predefinição:Side box
Template:Citation/core	Predefinição:Citation/core
Category:Rwizi	Categoria:Rios
Category:Zimbabwe	Categoria:Zimbabwe
Paradise Cay	Paradise Cay (Califórnia)
Category:Musangano	Categoria:Partidos políticos
Category:Gonyanhatu	Categoria:Triângulos
Category:Mhuka	Categoria:Animais
Category:Dzemuzongoza	Categoria:Vertebrados
Category:Zvombo	Categoria:Armas
Category:Zvipfeko	Categoria:Vestuário
Category:Mhuri	Categoria:Família
Category:Chitendero	Categoria:Crenças
Category:Nyoka	Categoria:Serpentes
Category:North America	Categoria:América do Norte
Template:Masvomhu	Predefinição:Áreas da matemática
Template:Fundoyetsimba	Predefinição:Física
Template:Td	Predefinição:Td
Category:Nzwimbo	Categoria:Lugares
Module:BaseConvert	Módulo:BaseConvert
Template:Sister	Predefinição:Irmão
Category:Huwandu	Categoria:Aritmética
Category:Bhuku Ramorimoni	Categoria:Livro de Mórmon
Module:WeatherBoxColors	Módulo:WeatherBoxColors
Module:WeatherBox	Módulo:WeatherBox
Category:Jekanyika	Categoria:Geodésia
Kuhamba	Movimento (desambiguação)
Category:Marudzi aShem	Categoria:Povos semitas
Igo	Vespa
Hwasha	Bruno Rios Estradiote
Category:User en-1	Categoria:Usuário en-1
Category:User de-1	Categoria:Usuário de-1
Category:User da-N	Categoria:Usuário da
Nhutirwa	Insumo
Mutauro wePasirose	Língua mundial
Template:Location map~	Predefinição:Mapa de localização~
Kukangaridza	Exposé
Template:Location map+	Predefinição:Location map+
Template:Location map many	Predefinição:Mapa de localização muitos
Basa (neFosi)	Trabalho
Module:Citation/CS1/Whitelist	Módulo:Citation/CS1/Whitelist
Template:Infobox settlement/areadisp	Predefinição:Areadisp
Module:Documentation	Módulo:Documentação
Module:Yesno	Módulo:Yesno
Module:Message box	Módulo:Message box
Module:Category handler	Módulo:Category handler
Module:Message box/configuration	Módulo:Message box/configuration
Module:Unsubst	Módulo:Unsubst
Module:Arguments	Módulo:Arguments
Special:RecentChanges	Especial:Mudanças recentes
Module:Citation/CS1	Módulo:Citation/CS1
Module:Citation/CS1/Configuration	Módulo:Citation/CS1/Configuration
Module:TableTools	Módulo:TableTools
Module:Documentation/config	Módulo:Documentação/config
Module:Namespace detect	Módulo:Namespace detect
Module:HtmlBuilder	Módulo:HtmlBuilder
Module:Math	Módulo:Math
Module:InfoboxImage	Módulo:InfoboxImage
Module:Navbar	Módulo:Navbar
Module:Navbox	Módulo:Navbox
Module:Infobox	Módulo:Infobox
Module:Location map	Módulo:Location map
Module:Namespace detect/data	Módulo:Namespace detect/data
Module:Namespace detect/config	Módulo:Namespace detect/config
Gusi	Ganso
Module:No globals	Módulo:No globals
Module:Hatnote	Módulo:Hatnote
