ఆఫ్రికా	África
బియాస్ నది	Rio Beas
చత్వారము	Presbiopia
చిరునామా	Endereço postal
బెంగుళూరు వంకాయ	Chuchu
ఔషధశాస్త్రం	Farmacognosia
పొదుపు	Poupança
కూటకము	Martelo (osso)
కోడిపందెం	Rinha de galo
చరణ్ సింగ్	Choudhary Charan Singh
పెట్టుబడి బ్యాంకింగ్	Banco de investimento
రిథమ్‌బాక్స్	Rhythmbox
జమ్సేట్జి టాటా	Jamsetji Tata
దేవానంద్	Dev Anand
జామ	Psidium
అభిమన్యుడు	Abhimanyu
కుంకుడు	Sapindus
భారతరత్న	Bharat Ratna
నెయ్యి	Ghee
కస్తూరి	Almíscar
భారతీయ సంస్కృతి	Cultura da Índia
సారనాథ్	Saranate
వృషణాల క్యాన్సర్	Câncer testicular
సరస్వతీ ఆకు	Centella asiatica
చంద్రయాన్-2	Chandrayaan-2
రాకేశ్ శర్మ	Rakesh Sharma
హోమీ భాభా	Homi Jehangir Bhabha
సాలెహ్ ప్రవక్త	Salé (profeta)
హెపటైటిస్ E	Hepatite E
మావెన్	MAVEN
వ్యవస్థ నిర్వాహకుడు	Administrador de sistemas
ది ఈవిల్ డెడ్	The Evil Dead
కరపత్రం	Folder
ఎ టేల్ ఆఫ్ టు సిస్టర్స్ (2008 సినిమా)	The Uninvited (2009)
వెబ్‌‌మెయిల్‌	Webmail
దివ్యజ్ఞాన సమాజము	Sociedade Teosófica
అంతర్జాతీయ శాంతి దినోత్సవం	Dia Internacional da Paz
శాంటాలేసి	Santalaceae
ఎన్రాన్	Enron
స్నానం	Banho
రుమటాలజీ (కీళ్ల నొప్పుల శాస్త్రం)	Reumatologia
క్లాస్ట్రీడియం	Clostridium
HL7	Health Level 7
కౌగిలి	Abraço
భారతీయ సినిమా	Cinema da Índia
స్పర్శ	Sistema somatossensorial
వీసా(VISA)	Visa
మత్స్యావతారము	Matsya
అవిశ్వాస తీర్మానం	Moção de censura
వ్యాసుడు	Vyasa
డ్రాగన్ హార్ట్	Dragonheart
భారతీయ వాయుసేన	Força Aérea da Índia
అసౌష్ఠవత	Obliquidade
ఫెర్మాట్ సూత్రం	Princípio de Fermat
టాటా గ్రూప్	Grupo Tata
వయసుపైబడుట	Envelhecimento
తలంబ్రాలు చెట్టు	Lantana camara
ఫిరాయింపు	Desertor
వారియర్ (మల్లయోధుడు)	Warrior (lutador)
ఫరీద్ జకారియ	Fareed Zakaria
చార్‌ల్స్ విల్సన్ (రాజకీయవేత్త)	Charles Wilson (político)
రాజా రవివర్మ	Ravi Varma
విల్ డ్యురాంట్	Will Durant
బెస్సేమర్ పద్ధతి	Processo de Bessemer
SAT	SAT
మెర్రిల్ లించ్	Merrill Lynch
ప్రపంచ జన్మస్థానం (చిత్రపటం)	L'Origine du monde
జిహ్వ గ్రసని నాడి	Nervo glossofaríngeo
ఫాసియోలా హిపాటికా	Fasciola hepatica
భరతనాట్యం	Bharatanatyam
మోర్గాన్ స్టాన్లీ	Morgan Stanley
దేవమాత	Deusa mãe
స్టొరీబోర్డ్	Storyboard
అబుల్ ఫజల్ ఇబ్న్ ముబారక్	Abu'l-Fazl ibn Mubarak
పెప్సికో	PepsiCo
అబూబక్ర్	Abu Bakr
మసనోబు ఫుకుఒక	Masanobu Fukuoka
జయదేవ	Jayadeva Goswami
రాహుల్ బోస్	Rahul Bose
సౌర స్థిరాంకం	Constante solar
జ్యోతిబసు	Jyoti Basu
మధ్వాచార్యుడు	Madhva
గడ్డివాము	Feno
గిర్ అభయారణ్యం	Parque Nacional da Floresta de Gir
తటస్థీకరణం	Salificação
రాజపుత్రులు	Rajput
HIV పరీక్ష	Exame de HIV
టాంగో (నృత్యం)	Tango
రోసిడ్స్	Rosídeas
గాడ్జెట్	Gadget
క్రిస్	Chris
హిప్పీ	Hippie
ప్రైవేట్	Private
అక్క్యూట్ రెస్పిరేటరీ డిస్ట్రెస్ సిండ్రోం	Síndrome do desconforto respiratório do adulto
షట్టరు వేగం	Velocidade do obturador
జాతీయ ఆదాయం	Contabilidade nacional
ద్రవీకృత పెట్రోలియం వాయువు	Gás liquefeito de petróleo
తృప్తి	Contentamento
చరిత్రలో ఘోర విమాన ప్రమాదాలు	Lista de acidentes aéreos
లీ డి ఫారెస్ట్	Lee De Forest
చిణువు	Pixel
భారత సైనిక దళం	Exército da Índia
ఎడినోకార్సినోమా	Adenocarcinoma
భారత నావికా దళం	Marinha da Índia
ద్వాదశాదిత్యులు	Aditya
ఆదివాసి	Adivasi
నికొనార్‌ పారా	Nicanor Parra
బీచ్ (అయోమయ నివృత్తి)	Beach
డేవిడ్ ఎడ్వర్డ్ హ్యుస్	David Edward Hughes
ఇంటి శతపాదులు	Scutigera coleoptrata
డేటా మోడలింగ్	Modelagem de dados
ఆంగ్లో ఇండియన్	Anglo-indianos
ఆరు ఎ లు	5WH
మినుములు	Vigna mungo
బెండ్ ఇట్ లైక్ బెక్హాం	Bend It Like Beckham
ఘసన్ కనాఫానీ	Ghassan Kanafani
విక్టర్ కేసినోలు	Kozin Victor
అమరసింహుడు	Amara Sinha
ముహమ్మద్ హమీద్ అన్సారి	Mohammad Hamid Ansari
సంజ్ఞ	Gesto
గబూన్ పాము	Vibora-do-gabão
ఒరిపిడి పదార్థాలు	Abrasivo
రాయ్‌పుర్	Raipur
బహుమనీ సామ్రాజ్యము	Sultanato de Bahmani
మిత్సుబిషి పజెరో	Mitsubishi Pajero
యోగ్యతా పత్ర ప్రదానం	Certificação
చిట్టగాంగ్	Chittagong (cidade)
కొత్తగా పారిశ్రామికీకరణ చెందుతున్న దేశం	Países recentemente industrializados
పి. చిదంబరం	Palaniappan Chidambaram
సీనాయి పర్వతం	Monte Sinai
హెచ్.డి.దేవెగౌడ	Deve Gowda
ఆవశ్యక కొవ్వు ఆమ్లం	Ácido graxo essencial
చక్రవర్తి రాజగోపాలాచారి	Chakravarthi Rajagopalachari
వట్టివేరు	Vetiver
శశి కపూర్	Shashi Kapoor
వాయు నియమాలు	Leis dos gases
ఏకస్వామ్యపు పోటీ	Concorrência monopolística
అద్వైత	Adwaita
ఎంటిరోబాక్టీరియేసి	Enterobacteriaceae
బీజకోశం	Óvulo (botânica)
వృత్తి చికిత్స	Terapia ocupacional
మోతీలాల్ నెహ్రూ	Motilal Nehru
బెంటొనైట్	Bentonita
అజీమ్ ప్రేమ్‌జీ	Azim Premji
వాత్స్యాయన మహర్షి	Vatsiaiana
పశుపతినాథ్	Templo de Pashupatinath
కార్పొరేట్ పాలన	Governança corporativa
షణ్ముఖుడు	Kartiqueia
ఫాస్ట్ అండ్ ఫ్యూరియస్	Fast & Furious
సంపూర్ణ నాణ్యతా నిర్వహణ	Gestão da qualidade total
ప్రతిజ్ఞ	Juramento
జల్లెడ	Crivo
అనుభవజ్ఞుడు	Experto
సెమోలినా	Sêmola
క్రిస్ గార్డనర్	Chris Gardner
వికాస్ స్వరూప్	Vikas Swarup
ఆవాలు	Mostarda-preta
మంగళ్ పాండే	Mangal Pandey
స్కాచ్ విస్కీ	Uísque escocês
శుశృతుడు	Sushruta
దేశాల జాబితా – ఎగుమతుల క్రమంలో	Lista de países por exportações
విద్యుత్తు ఉత్పత్తి	Geração de eletricidade
ఇజ్రాయిల్ సంస్కృతి	Cultura de Israel
నిర్మాణము	Construção
కురుక్షేత్ర సంగ్రామం	Guerra de Kurukshetra
స్వాత్ లోయ	Swat (Paquistão)
గీత గోవిందం	Gita Govinda
గుండె రక్తనాళాల వ్యాధి	Doença cardiovascular
అగస్త్య మహర్షి	Agastya
బుల్లెట్‌ప్రూఫ్ జాకెట్	Colete a prova de balas
దుప్పటి	Lençol
ఆగా ఖాన్	Aga Khan
పొలుసు	Escala
జైడ్రునాస్ సావికాస్	Žydrūnas Savickas
అగ్ని (దేవుడు)	Agni
ఇండియన్ ప్రీమియర్ లీగ్	Indian Premier League
ఆపరేషన్ బ్లూస్టార్	Doença da urina em xarope de ácer
కార్గిల్ యుద్ధము	Guerra de Kargil
బంగారు పతకం	Medalha de ouro
థియోఫిలిన్	Teofilina
ఏయిర్ ఇండియా ఎక్స్ ప్రెస్	Air India Express
లినొలిక్ ఆమ్లం	Ácido linoleico
శిశు వికాసము	Desenvolvimento infantil
ఖైటోసాన్	Quitosana
బస్తా	Sack
మిథైల్ ఆరెంజ్	Alaranjado de metila
ఫెనైటోయిన్	Fenitoína
ఏంఫోటెరిసిన్ బి	Anfotericina B
వాము	Ajowan
ఇరూసిక్ ఆమ్లం	Ácido erúcico
క్లోట్రిమజోల్	Clotrimazol
పొటాషియం సిట్రేట్	Citrato de potássio
మోనజైట్	Monazita
డిగాక్సిన్	Digoxina
డాప్సోన్	Dapsona
క్లోరోక్విన్	Cloroquina
జెంటామైసిన్	Gentamicina
లొపినవిర్	Lopinavir
బెహెనిక్ ఆమ్లం	Ácido beénico
కాప్రోయిక్ ఆమ్లం	Ácido caproico
ఎంట్రిసిటబిన్	Emtricitabine
డిడనొసిన్	Didanosina
కాప్రిక్ ఆమ్లం	Ácido cáprico
రిటనోవిర్	Ritonavir
లారిక్ ఆమ్లం	Ácido dodecanoico
లామివుడిన్	Lamivudina
లిగ్నోసెరిక్ ఆమ్లం	Ácido lignocérico
ఇయోసిన్	Eosina
క్రోమిక్ ఆమ్లం	Ácido crômico
ఎఫావిరెంజ్	Efavirenz
జీవాణుపుంజం (బయోపాలిమర్)	Biopolímero
రిఫాంపిసిన్	Rifampicina
సాక్వినవిర్	Saquinavir
మిరిస్టిక్ ఆమ్లం	Ácido tetradecanoico
నీలిమందు	Anil (corante)
ప్రొపియోనిక్ ఆమ్లం	Ácido propanoico
నియోమైసిన్	Neomicina
అటాజనవిర్	Atazanavir
స్టావుడిన్	Estavudina
రిసినోలిక్ ఆమ్లం	Ácido ricinoleico
అల్ అక్సా మస్జిద్	Mesquita de Al-Aqsa
ఆంథోని బౌర్డెన్	Anthony Bourdain
సైఫన్	Sifão
పెపె జీన్స్	Pepe Jeans
వంట నూనె	Óleo alimentar
కంప్యూటర్ ఇంజనీరింగ్	Engenharia de computação
మస్జిదుల్ హరామ్	Masjid al-Haram
లక్క	Goma-laca
అలనా ఇవాన్స్	Alana Evans
నికొలో డా కాంటి	Niccolò Da Conti
చంద్రశేఖర్	Chandrasekhar
గూగుల్ అప్ ఇంజిన్	Google App Engine
రాయితీ నగదు ప్రవాహం	Fluxos de caixa descontados
మైసూర్ రాజభవనం	Palácio de Mysore
అంబాలా	Ambala
అంబర్ కోట	Fortaleza Amber
వెస్ట్‌మిన్‌స్టర్ వంతెన	Ponte de Westminster
సవ్యసాచిత్వం	Ambidestria
హస్తినాపురం	Hastinapura
మధురం	Doce (gosto)
స్కేల	Scala (linguagem de programação)
దలేర్ మెహంది	Daler Mehndi
అనీ బిసెంట్	Annie Wood Besant
ఈద్-ఉల్-ఫితర్	Eid al-Fitr
నోర్టెల్	Nortel
ప్రపంచ ఆహార దినోత్సవం	Dia Mundial da Alimentação
డెస్పెరాడో (చిత్రం)	Desperado (filme)
ఫూలన్ దేవి	Phoolan Devi
గోదాదేవి	Andal
తూర్పు కనుమలు	Gates Orientais
మాతా అమృతానందమయి	Mata Amritanandamayi
అమెరికన్ ఇన్స్టిట్యూట్ ఆఫ్ ఏరోనాటిక్స్ అండ్ ఏస్ట్రోనాటిక్స్	American Institute of Aeronautics and Astronautics
జుంపా లహరి	Jhumpa Lahiri
రీబాక్	Reebok
మీరాబాయి	Mirabai
రామన్ ఎఫెక్ట్	Efeito Raman
అమెరికన్ సొసైటీ ఆఫ్ మెకానికల్ ఇంజనీర్స్	Sociedade dos Engenheiros Mecânicos dos Estados Unidos
ప్రతిభ	Superdotado
కేంద్రపాలిత ప్రాంతము	Território da União
తుకారాం	Tukaram
ధీరుభాయ్ అంబానీ	Dhirubhai Ambani
రక్తపుగడ్డ	Hematoma
గుడ్లగూబ కోతి	Macaco-da-noite
బెణుకు	Entorse
విజయేందర్ సింగ్	Vijender Kumar
మొదటి భాస్కరుడు	Bhaskara I
సల్మాన్ అమిన్ ఖాన్	Salman Khan
అసాధారణ పరిస్థితి నిర్వహణ	Tratamento de exceção
మొగిలి	Pandanus
దేశాల జాబితా – తలసరి బీరు వినియోగం	Lista de países por consumo de cerveja por pessoa
సీతాఫలం	Annona reticulata
ఉల్బం	Âmnion
ప్రపంచ ఆర్థిక వ్యవస్థ	Economia do mundo
ది క్రానికల్స్ ఆఫ్ నార్నియా: ది వాయేజ్ ఆఫ్ ది డాన్ ట్రీడెర్	The Chronicles of Narnia: The Voyage of the Dawn Treader
దాహము	Sede
పద్మాసనము	Posição de lótus
నౌకానిర్మాణం	Construção naval
స్టాక్ మార్కెట్	Mercado de ações
కూర్మావతారము	Kurma
కల్క్యావతారము	Kalki
పల్లకి	Liteira
శారీరక భాష	Linguagem corporal
చిత్రము	Imagem
పాశ్చాత్య సంస్కృతి	Cultura ocidental
ఏమీ ఆడమ్స్	Amy Adams
షరియా	Charia
గజము (పొడవు)	Jarda
పారాచూట్	Paraquedas
వెన్నెముక	Coluna vertebral
బ్రయాన్ ఆడమ్స్	Bryan Adams
శామ్‌సంగ్ గాలక్సీ Y	Samsung Galaxy Y
విండోస్ 98	Windows 98
వికీమానియా	Wikimania
ది క్రానికల్స్ ఆఫ్ నార్నియా	As Crônicas de Nárnia
రియో ఫెర్డినాండ్	Rio Ferdinand
ఆసియా క్రీడలు	Jogos Asiáticos
కళాకారుడు	Artista
వాల్-మార్ట్	Walmart
అలన్ షేరర్	Alan Shearer
క్లౌడ్ కంప్యూటింగ్	Computação em nuvem
సున్నీ ఇస్లాం	Sunismo
సత్య సాయి బాబా	Sathya Sai Baba
షిండ్లర్స్ లిస్ట్	A Lista de Schindler
పేపాల్	PayPal
ముహమ్మద్ ఇక్బాల్	Muhammad Iqbal
ఫిఖహ్	Fiqh
అలిస్ ఇన్ చెయిన్స్	Alice in Chains
గురువు	Guru
నాయకత్వం	Liderança
ఉపరితలం	Superfície
కులం	Casta
పెసలు	Vigna radiata
బమియాన్ బుద్ధ విగ్రహాలు	Budas de Bamiyan
ఇ-కామర్స్	Comércio eletrônico
వాసన	Odor
సినిమాస్కోప్	CinemaScope
ఔరంగజేబు	Aurangzeb
రెడ్ హ్యాట్	Red Hat
వికీమీడియా కామన్స్	Customer relationship management
క్షారం	Álcali
చికెన్ పులావ్	Pilaf
అనంగరంగ	Ananga Ranga
పొడవైన నదుల జాబితా	Lista dos rios mais extensos do mundo
మస్జిదె నబవి	Al-Masjid an-Nabawi
హుమాయూన్	Humaium
ఇస్లామోఫోబియా	Islamofobia
కేంబ్రిడ్జ్ డ్యూక్ ప్రిన్స్ విలియమ్స్ మరియు కేథరీన్ మిడిల్టన్ ల వివాహం	Casamento de Guilherme de Gales e Catarina Middleton
పార్లమెంటు సభ్యుడు	Deputado
ప్రైస్‌వాటర్‌హౌస్‌కూపర్స్	PricewaterhouseCoopers
నీలి చిత్రాల నటులు	Ator pornográfico
మ్యాక్‌బుక్ ఎయిర్	MacBook Air
ఎర్నెస్ట్	Ernst & Young
ఏడు పురాతన ప్రపంచ అద్భుతాలు	Sete maravilhas do mundo
ఇజ్రాయీల్	Azrael
ఆదోని	Adoni
సమోసా	Chamuça
డెలాయిట్	Deloitte
వైద్య కళాశాల	Faculdade de Medicina
వజ్ర సూత్రం	Sutra do Diamante
ఆదిలాబాద్	Adilabad
ప్రత్యేక ఆర్థిక మండలి	Zona económica especial
శామ్‌సంగ్ గాలక్సీ ఏస్	Samsung Galaxy Ace
పశ్చాత్తాపం	Arrependimento (teologia)
దాగలి	Bigorna (osso)
పుష్పక విమానము	Vimana
నోకియా 1100	Nokia 1100
అలసంద	Vigna unguiculata
కర్ణాంతరాస్థి	Estribo (osso)
సైక్లోస్టొమేటా	Cyclostomata
లోగానియేసి	Loganiaceae
కంపెనీ ఆఫ్ హీరోస్	Company of Heroes
సార్కాప్టిస్ స్కేబీ	Sarcoptes scabiei
మధ్య చెవి	Ouvido médio
జానీ వాకర్	Johnnie Walker
మృదులాస్థి	Tecido cartilaginoso
అ	Vogal central quase-aberta
స్పిగ్మోమానోమీటరు	Esfigmomanômetro
ఛత్రపతి శివాజీ అంతర్జాతీయ విమానాశ్రయం	Aeroporto Internacional de Chhatrapati Shivaji
ది కామెడీ ఆఫ్ ఎర్రర్స్	The Comedy of Errors
భక్తి	Bhakti
అపాచే టాంక్యాట్	Apache Tomcat
ఔషధ తయారీ సంస్థలు	Indústria farmacêutica
ఈక్విలిబ్రియమ్(చిత్రం)	Equilibrium
ఇంటర్నల్ రేట్ అఫ్ రిటర్న్	Taxa interna de retorno
అర్హీనియస్ ఆమ్ల క్షార సిద్ధాంతము	Equação de Arrhenius
నెస్టోరిని	Nestor (gênero)
ఆలమ్నీ	Alumnus
2009 UEFA ఛాంపియన్స్ లీగ్ ఫైనల్	Final da Liga dos Campeões da UEFA de 2008–09
హృదయగతిప్రేరకం	Nodo atrioventricular
గూగుల్ యాప్స్	Google Apps
ఓపెన్ ఆఫీస్	OpenOffice.org
ఖవ్వాలి	Qawwali
దాదాసాహెబ్ ఫాల్కే	Dadasaheb Phalke
లింగమార్పిడి	Mudança de sexo
బ్రాండ్ ధర్మం (బ్రాండ్ ఈక్విటీ)	Brand equity
టిబ్కో	TIBCO Software
ఈదుల్ అజ్ హా	Festa do Sacrifício
ప్రేమ పక్షులు	Agapornis
కశేరుక ధమని	Artéria vertebral
శ్వాసలో గురక	Sibilo
జి స్పాట్	Ponto G
వరాహావతారము	Varaha
అంగుల్	Anugul
షార్ప్‌విల్లే మారణకాండ	Massacre de Sharpeville
ఎంటమీబా	Entamoeba
గదగ్	Gadag-Betigeri
లీష్మానియా	Leishmania
ముడి	Nó
రొనాల్డో	Ronaldo Luís Nazário de Lima
ఆసనాస్థి	Ísquio
ప్సిట్టెయుటెలస్	Psitteuteles
న్యూట్రాస్యూటికల్	Nutracêutica
ఴ	Aproximante retroflexa
విక్టోరియా	Victoria
గుండెలో మంట	Pirose
యాంజియోప్లాస్టి	Angioplastia
అంగిరో మహర్షి	Angiras
ICD-10 అధ్యాయము 12: చర్మవ్యాధులు	CID-10 Capítulo XII: Doenças da pele e tecido subcutâneo
జాస్మిన్ బైర్న్	Jasmine Byrne
దక్షిణ భారతదేశము	Índia do Sul
ఇమేజ్ ఎడిటింగ్	Edição de imagens
చెదలు	Isoptera
వేరికోసిల్	Varicocele
మల్చింగ్‌	Manta (jardinagem)
ఫైర్‌ఫాక్స్ ఓయస్	Firefox OS
క్లేఫేస్	Cara-de-Barro
తీగ	Arame
చైన్ (యూనిట్)	Corrente (unidade)
SAP AG	SAP AG
దావూద్ ఇబ్రాహీం	Dawood Ibrahim
క్రైస్తవులపై అకృత్యాలు	Perseguição aos cristãos
బి. కె. ఎస్. అయ్యంగార్	B.K.S. Iyengar
పృథ్వీరాజ్ చౌహాన్	Prithvi Raj Chauhan
అన్నా చక్వతడ్జే	Anna Chakvetadze
ఆంగ్ల వ్యాకరణము	Gramática da língua inglesa
దత్తాత్రేయ రామచంద్ర కప్రేకర్	D. R. Kaprekar
పి.సి.మహలనోబిస్	Prasanta Chandra Mahalanobis
సయాటికా	Ciatalgia
వికారాబాద్	Vicarabad
జలాంతర ఛాయాచిత్రకళ	Fotografia subaquática
శుక్రాచార్యుడు	Shukra
హెర్బాలైఫ్‌	Herbalife
గూగుల్ గ్లాసెస్	Project Glass
రక్తపోటు మందు	Anti-hipertensivo
యాదగిరిగుట్ట	Yadagirigutta
క్రైస్తవ ఛాందసవాదం	Fundamentalismo cristão
కల్పనాకథల కొరకు బుకర్ పురస్కారంను పొందిన విజేతలు మరియు ఎంపికకాబడిన రచయితల జాబితా	Lista de premiados e finalistas do prémio Booker
ఓర్నేట్ లోరికీట్	Trichoglossus ornatus
డిప్టెరోకార్పేసి	Dipterocarpaceae
పవర్ బిల్డర్	PowerBuilder
ది స్పెక్టేటర్ (1711)	The Spectator (1711)
ఆమదాలవలస	Amadalavalasa
డాట్ మ్యాట్రిక్స్ ప్రింటర్	Impressora matricial
దగ్గు మందు	Antitússico
గుంతకల్లు	Guntakal
స్విచ్ మోడ్ పవర్ సప్లై	Fonte chaveada
కుప్పం	Kuppam
బాణాసంచా	Panchão
బద్రీనాథ్	Badrinathpuri
అమర్‌ కంటక్‌	Amarkantak
అనకాపల్లి	Anakapalle
ఆసిఫాబాద్‌	Asifabad
ఆరోవిల్	Auroville
సినిమాటోగ్రఫీ	Cinematografia
దేశాల జాబితా – రైలు రవాణా వ్యవస్థ పరిమాణం క్రమంలో	Lista de países por dimensão da malha ferroviária
పీల్ డిస్ట్రిక్ స్కూలు బోర్డ్	Peel District School Board
మెథిసిల్లిన్-రెసిస్టంట్ స్టెఫిలోకాకస్ ఆరియస్	Staphylococcus aureus resistente à meticilina
సాగిన చర్మపు గుర్తులు	Estria
గర్భాశయ దర్శనం	Histeroscopia
వాణిజ్యం	Comércio
ఉపన్యాసం	Palestra
భారత ప్రామాణిక కాలమానం	Horário Padrão da Índia
పానిపట్టు యుద్ధం	Primeira batalha de Panipate
వస్త్ర పరిశ్రమ	Indústria têxtil
సుడిగుండం	Turbilhão
అనిష్ప సంఖ్య	Número irracional
కర్నాల్	Karnal (distrito)
గచ్చ	Caesalpinia
తల్లివేరు	Raiz primária
వెలుపలి చెవి	Ouvido externo
నిజాం	Nizam
సూటు	Terno
చండాలుడు	Candala
ఇంటర్నెట్ విజ్ఞాన సర్వస్వము	Enciclopédia online
ఆప్టోమెట్రీ	Optometria
మిండానౌ లోరికీట్	Trichoglossus johnstoniae
ప్రతిపక్ష నాయకుడు	Líder da oposição
మొబైల్ యాప్స్	Aplicativo móvel
గ్లైసీన్	Glicina
ఆస్తికవాదం	Teísmo
అపుర్ సంసార్	O Mundo de Apu
పెప్పర్ స్ప్రే	Spray de pimenta
హృదయ సూత్రం	Sutra do Coração
నియాన్ దీపం	Lâmpada de néon
ట్వీటీ	Piu-piu
ఆన్‌లైన్ వాణిజ్య ప్రకటన	Publicidade online
కుండలిని	Kundalini
కకా	Nestor meridionalis
సబ్స్టిట్యూషన్ సైఫర్	Cifra de substituição
దీవెన	Bênção
దక్షిణ గంగోత్రి	Dakshin Gangotri
అవశేషావయవము	Estrutura vestigial
ది టైం మెషీన్	The Time Machine (romance)
ఆహార సంస్కరణ	Processamento de alimentos
కార్టూన్	Cartoon
శ్రామిక చట్టం	Direito do trabalho
నాణేల సేకరణ శాస్త్రం	Numismática
గులాబి ముఖం లవ్ బర్డ్	Agapornis roseicollis
భారత పురాతత్వ శాఖ	Serviço Arqueológico da Índia
కందులు	Guandu
కొబ్బరినీరు	Água de coco
బల్లార్ పూర్	Ballarpur
హోమినిడే	Hominidae
ప్రపంచ పర్యాటక దినోత్సవం	Dia Mundial do Turismo
అరాచిస్	Arachis
సైకిల్ పంపు	Bomba de bicicleta
పాడి పరిశ్రమ	Pecuária de leite
బాంబే స్టాక్ ఎక్స్ఛేంజ్	Bolsa de Valores de Bombaim
భారతదేశ జాతీయ స్టాక్ ఎక్స్ఛేంజ్	Bolsa de Valores da Índia
బండారులంక	Bandarulanka
అష్ట దిక్కులు	Rosa dos ventos
మల్కాజ్‌గిరి	Malkajgiri
ఉమ్రాహ్	Umra
టోటల్ స్టేషన్	Estação total
పరిరక్షణ జీవశాస్త్రం	Biologia da conservação
హెపాటిక్ ఎన్‌సెఫలోపతి	Encefalopatia hepática
రోవర్ (అంతరిక్ష అన్వేషణ)	Rover
వాస్కులైటిస్	Vasculite
సూపర్‌నోవా 2006జివై	SN 2006gy
ఎలిఫెంటా గుహలు	Grutas de Elefanta
పారాథైరాయిడ్ గ్రంధి	Glândula paratiroide
అన్‌బ్రేకబుల్ (చలనచిత్రం)	Unbreakable (filme)
బిఫోర్‌ సన్‌సెట్‌	Before Sunset
బూడిద గుమ్మడి	Abóbora-d'água
దేశాల జాబితా – ఎత్తైన స్థలం క్రమంలో	Lista de países por ponto mais alto
భారత్ పాకిస్తాన్ యుద్ధం 1947	Guerra Indo-Paquistanesa de 1947
కాథెటర్	Cateterismo
డెనిమ్	Denim
స్పిరోమెట్రీ	Espirometria
రే-బాన్	Ray-Ban
శ్రీరంగపట్టణం	Shrirangapattana
లోటస్ 1-2-3	Lotus 1-2-3
పిస్టియా	Pistia
వర్ణపటం	Espectro (física)
పుట్టగొడుగుల పెంపకం	Cogumelo comestível
సజ్జలు	Mexoeira
ఇస్లామీయ లిపీ కళాకృతులు	Caligrafia árabe
కోట్టాయం	Kottayam
నపుంసకుడు	Hijra
లోమోగ్రఫీ	Lomografia
మహిషాసురుడు	Mahishasura
భూ లఘు కక్ష్య	Órbita terrestre baixa
కార్డినల్ లోరీ	Chalcopsitta cardinalis
ధర్మచక్రము	Dharmachakra
లక్స్ (సబ్బు)	LUX
గర్భాశయ గ్రీవము	Cérvix
దేశాల జాబితా – జాతీయ ప్రతిపత్తి ఏర్పడిన తేదీలు	Lista de países por data de independência ou criação
జాతక కథలు	Jataka
ICD-10 అధ్యాయము 11: జీర్ణవ్యవస్థకు చెందిన వ్యాధులు	CID-10 Capítulo XI: Doenças do sistema digestivo
శ్రీకాకుళం	Srikakulam
ఐజాక్	Isaac
పద్మ విభూషణ్ పురస్కారం	Padma Vibhushan
విలియం డి.కూలిడ్జ్	William David Coolidge
ఆవర్ధనము	Ampliação
దేశాల జాబితా – తీరరేఖ పొడవు క్రమంలో	Lista das extensões litorâneas dos países
మాచు పిచ్చు	Machu Picchu
విపాసన	Vipassana
తెలంగాణ	Telangana
రాష్ట్రపతి భవనం	Rashtrapati Bhavan
సత్యమేవ జయతే	Satyameva Jayate
సిక్స్ స్ట్రోక్ ఇంజిన్	Motor de seis tempos
స్క్వామస్ సెల్ కార్సినోమా	Carcinoma de células escamosas
మహాభాగవతం	Bhagavata Purana
బలురక్కసి	Argemone mexicana
వాస్తవ ఆస్తి	Imóvel
హెయిర్ ట్రాన్స్‌ప్లాంటేషన్‌	Transplante capilar
పిప్పలి	Pimenta-longa
వ్రిందావన్	Vrindavan
మ్యాగీ	Maggi
ఒలింపస్ కార్పొరేషన్	Olympus
ఒరైజా	Oryza
వాసెక్టమీ	Vasectomia
రింగ్‌టోన్	Tom de chamada
కాంతి మాపకము	Fotômetro
ఎలక్ట్రానిక్ డేటా సిస్టమ్స్	EDS
అయస్కాంత ససెప్టబిలిటీ	Susceptibilidade magnética
మయోపతీ	Miopatia
ఎ క్లాక్ వర్క్ ఆరంజ్	Laranja Mecânica (livro)
విజ్ఞానశాస్త్ర ప్రదర్శన	Feira de ciências
అంతర్జాతీయ వృక్ష నామీకరణ నియమావళి	Código Internacional de Nomenclatura Botânica
డబ్బు	Caixa
తాత్కాలిక హక్కు	Garantia (finanças)
మౌంట్ అబూ	Monte Abu
భారత పార్లమెంటు	Parlamento da Índia
కోసీ నది	Rio Kosi
వామనావతారము	Vamana
సిపాయి	Sipai
విరాళం	Doação
వృక్క ధమని	Artéria renal
కల్యంపూడి రాధాకృష్ణ రావు	Calyampudi Radhakrishna Rao
దేశాల జాబితా – జనసంఖ్య క్రమంలో	Lista de países por população
అధివృక్క గ్రంధి	Glândula suprarrenal
శోషరస వ్యవస్థ	Sistema linfático
ప్రపంచంలోని కొత్త ఏడు అద్భుతాలు	Sete maravilhas do mundo moderno
క్రిస్ మార్టిన్	Chris Martin
శ్రోణి మేఖల	Pelve
చార్లెస్ బార్బియర్	Charles Barbier
కళింగ యుద్ధం	Guerra de Kalinga
టెయిడ్ నేషనల్ పార్క్	Parque Nacional do Teide
వాల్మీకి	Valmiki
కయీను	Caim e Abel
బొంబాక్స్	Bombax
గాసిపియమ్	Algodoeiro
వెంకటగిరి	Venkatagiri
డైనమో	Dínamo
సిఎన్‌జి గ్యాసు	Gás natural veicular
